"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1","","","CVRD","14381","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Domingos A. Folli","2013-03-13","","7029","","Folli, D.A.","2013","3","13","brazil","Es","LINHARES","","-40.028138","-19.38214","Floresta de Aluvial, Mata de Cabruca <ll>dwc_commonname:</ll> Mentira","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"2","","","RB","RB01238403","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","R.MOURA","","","7671","","L.S. Leoni","2010","12","10","brazil","Rio de Janeiro","Itaperuna","Surge ao lado da rodovia em meio a fragmento remanescente.","-41.895354","-21.224693","","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"3","","","MBML-HERBARIO","38357","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","L. Kollmann/06-11-2015","","","5782","","A. P. Fontana; et al","2009","1","14","brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.4475","-18.77","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"4","","","CVRD","12093","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Domingos A. Folli","2009-03-03","","6303","","Folli, D.A.","2009","3","3","brazil","Es","LINHARES","","-40.028138","-19.38214","Mata de cabruca (Cacau) <ll>dwc_commonname:</ll> Mentira","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"5","","","CVRD","9489","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Geovane S. Siqueira","2008-03-29","","318","","Luz, A.A. da","2006","3","23","brazil","Es","LINHARES","2º capoeira","-40.028138","-19.38214","<ll>dwc_commonname:</ll> Mentira","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"6","","","RB","RB00438668","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","J.P.P.Carauta","","","69","","G.S.Z.Rezende; C.Farney, J.C.Gomes","2001","12","6","brazil","Rio de Janeiro","Cabo Frio","Distrito Tamoios, Condomínio Florestinha.","-42.058216","-22.716047","Árvore 17m, DAP 15 cm, tronco áspero, folhas verdes levemente discolores, frutos verdes","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"7","","","CVRD","7171","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Anderson F. P. Machado","2009-09-29","","38","","Luz, A.A. da","2001","12","13","brazil","Es","ITAGUAÇU","","-40.864669","-19.727743","<ll>dwc_commonname:</ll> Mentira","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"8","","","SPF","200809","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Farney, C","2004-06-01","","4265","","Farney, C","2000","10","25","brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba","-42.124821","-22.788203","","Ampelocera glabra Kuhlm.","","centroide mpo (0)","GBIF"
"9","","","NY","01282052","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","C. C. Berg","2009-01-01","","12192","","W. W. Thomas","2000","10","3","brazil","Bahia","","Fazenda Serra do Teimoso, RPPN Serra do Teimoso","-39.52908","-15.1555","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"10","","","MO","3072492","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","R.Liesner (MO)","2012-01-01","","Thomas 12192","","W. Wayt Thomas","2000","10","3","brazil","Bahia","","Juassari: Fazenda Serra do Teimoso, RPPN Serra do Teimoso, transition from Southern Bahian Moist forest to Semi-deciduous forest.","-39.516667","-15.159167","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"11","","","NY","810621","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","O. Kosovsky","2008-01-01","","1929","","J. G. Jardim","1999","1","16","brazil","Bahia","","Rod. Jussari - Palmira, entrada ca. 7.5 km Faz. Teimoso, 1.5 km E da entrada.  Reserva o Patrimoni Natural (RPPN), Serra do Teimoso.","-39.58","-15.17","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"12","","","MO","3071531","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","R.Liesner (MO)","2012-01-01","","Jardim 1929","","Jomar G. Jardim","1999","1","16","brazil","Bahia","","Mun. de Jussari. Rod Jussari-Palmira, entranda ca. 7.5 km. Faz Teimoso, 1.5 km E da entrada. Reserva o Patrimoni Natural (RPPN) Serra do Teimoso, Floresta Semi-deccidual.","-39.583333","-15.166667","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"13","","","VascularPlants","S08-14533","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","1485","","Jomar G. Jardim, M. K. Weiers, G. D. Vetrice e H. O. Pengel & C. M. Dias","1998","2","3","brazil","Bahia","","Flora da Serra do Teimoso. Brasil. Bahia. Município de Jussari. Rod. Jussari/Palmira. Entrada ca. 7.5 km percorrendo mail 1.7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","-39.58","-15.17","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"14","","","NY","810637","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","O. Kosovsky","2008-01-01","","1604","","J. G. Jardim","1998","2","18","brazil","Bahia","","Rod. Jussari/Palmira.  Entrada ca. 7.5 km percorrendo mais 1.7 km atÃ© a sede da Faz. Teimoso.  Serra do Teimoso.","-39.58","-15.17","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"15","","","MO","3205412","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","Jardim 1485","","Jomar G. Jardim|M.K, Weiers|G. D. Vetrice|H.O. Pengel|C. M. Dias","1998","2","3","brazil","Bahia","","Mpio de Jussari. Rod. Jussari/Palmira. Entrada ca. 7,5 km percorrendo mais 1,7 km até sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","-39.58333","-15.16666","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"16","","","NY","885124","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","C. C. Berg","2003-01-01","","11777","","W. W. Thomas","1998","2","9","brazil","Bahia","","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso, Transect Quadrat 2","-39.58","-15.17","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"17","","","MA","804958-1","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","1485","","Jomar G. Jardim & al.","1998","3","2","brazil","","","Bahia. Municipio de Jussari. Rod. Jussari/Palmira. Entrada ca. 7,5 Km percorrendo mais 1,7 Km até a sede da Faz. Teimoso","-29.57","-15.17","Altitud; 300-450; flora da Serra do Teimoso.","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"18","","","RB","RB00704205","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Ronaldo Marquete, Elsie Franklin Guimarães & Gilmar Queiroz","","","2690","","André M. Amorim; S.C. Santa`Ana, J.L. Paixão & II turma de mestradao da UESC.","1998","11","21","brazil","Bahia","Jussari","Rodovia Jussari Palmira. Entrada cerca de 7,5 Km de Jussari. Fazenda Teimoso. Reserva Particular do Patrimônio Natural Serra do Teimoso","-39.528611","-15.158056","Árvore cerca de 15 metros de altura. Folhas verdes, a face superior escura e brilhante. Frutos imaturos verdes.","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"19","","","MO","3071323","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","R.Liesner (MO)","2012-01-01","","Amorim 2690","","André M. Amorim","1998","11","21","brazil","Bahia","","Mun. de Jussari Rod. Jussari Palmira. Entrada ca. 7.5 km de Jussari Faz. Teimoso. RPP Serra do Teimoso. Mata Mesofila.","-39.528611","-15.158056","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"20","","","MO","3072027","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","R.Liesner (MO)","2012-01-01","","Jardim 1604","","Jomar G. Jardim|M.K, Weiers|G. D. Vetrice|H.O. Pengel|C. M. Dias","1998","","","brazil","Bahia","","Mun. de Jussari. Rod. Jussari/ Palmira. Enttrada ca. 7.5 km percorrendo mais 1.7 km ate a sede da Faz. Teimoso. Serras do Teimoso RPPN Serra do Teimoso.","-39.583333","-15.166667","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"21","","","IAC","35556","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","I. Cordeiro","1997-10-13","","2172","","E.L.M. Catharino","1997","10","13","brazil","Minas Gerais","Rio Doce","Fazenda Paraíso","-42.8958","-20.2447","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"22","","","CVRD","3010","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Anderson F. P. Machado","2009-09-29","","1259","","Folli, D.A.","1991","1","9","brazil","Es","MONTANHA","Próximo ao Aceiro da mata.","-40.274666","-18.138617","<ll>dwc_commonname:</ll> Mentira","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"23","","","MO","3077087","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Ronald Liesner","1991-01-01","","Souza 409","","S.A. da M. Souza|O.C. do Nascimento|M.C. da Silva","1986","10","20","brazil","","","Picada da Topografia no largo do murici, à margem esquerda subindo o rio.","","","","Ampelocera glabra Kuhlm.","","no coordinates, municipality or state provided","GBIF"
"24","","","MO","3170174","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","R.Liesner (MO)","2012-01-01","","Thomas 4370","","W. Wayt Thomas|José R. Pirani|J.O. Guedes|R. Pereira de Lima","1985","10","13","brazil","","","Mato Grosso: Mun. Santa Terezinha: hillside forest along road to Santa Terezinha (MT413) 7 km E of jct with BR158.","-51.216667","-10.333333","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"25","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","150840","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Berg, C.C.","1997-01-01","","4370","","Thomas, WW","1985","10","13","brazil","Mato Grosso","","Road to Santa Terezinha (MT413) 7 km E BR158., Hillside forest along road to Santa Terezinha (MT413) 7 km E of jct with BR-158","-51.22","-10.333333","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"26","","","MO","3076889","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Carol Todzia","1989-01-01","","FOLLI 98","","FOLLI","1979","8","20","brazil","Espírito Santo","","Mentira. Reserva Florestal da CVRD, Linhares. Est. Gave a aut. Km 20, 790, lado direito. Stbotr rm Glotrdys Slys, 16 m, fsp 56 vm, vom flor e botao verde claro, fuste achatado e casea escamosa.","","","","Ampelocera glabra Kuhlm.","","","GBIF"
"27","","","CVRD","375","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","J. P. P. Carauta","1996-03-06","","98","","Folli, D.A.","1979","8","20","brazil","Es","LINHARES","Ao lado da matriz nº 07 de Pelada","-40.028138","-19.38214","<ll>dwc_commonname:</ll> Mentira","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"28","","","NY","441052","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","C. C. Berg","","","98","","D. A. Folli","1979","8","20","brazil","EspÃ­rito Santo","","Reserva Florestal da CVRD. Linhares. Est. Gavera, ant. X-2, km 20,790, lado direito","-40.071853011446","-19.3949002236543","","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"29","","","CEPEC","21585","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","G. M. Barroso","1969-04-24","","6429","","J. G. Kuhlmann","1973","11","15","brazil","Espirito Santo","SEM INFORMAÇÃO","Goitacazes, Rio Doce.","","","Ambiente: Mata. Habito: 39","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"30","","","RB","RB00438682","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","L.C.Pederneiras","2008-06-24","","1210","","T.S.dos Santos","1970","10","28","brazil","Bahia","Itaibó","Estrada a Apuarema.","","","Árvore, 12m x 30 cm de altura, frutos verdes.","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"31","","","UB","214824","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","6429","","Kuhlmann, JG","1943","11","15","brazil","Espírito Santo","","Goitacazes, Rio Doce","","","","Ampelocera glabra Kuhlm.","","","GBIF"
"32","","","RB","RB00282330","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","","","Kuhlmann,J.G.","1943","11","15","brazil","Espírito Santo","Espírito Santo","Rio Doce.","","","","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"33","","","RB","RB00282334","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","","","Victorio","1932","","","brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal.","-43.45231","-22.924471","","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"34","","","Botany","U.1753623","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","","","Mexia YEJ","1930","12","27","brazil","","","State of Minas Geraes, Districto Rio Branco, retiro de Antonio Avelino; mata virgem.","","","","Ampelocera glabra Kuhlm.","","no coordinates, municipality or state provided","GBIF"
"35","","","VascularPlants","S11-13900","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","5456","","Ynes Mexia","1930","12","27","brazil","Minas Gerais","","Plants of Brazil. State of Minas Geraes. Districto Rio Branco. Retiro de Antonio Avelino; matta virgem; undertree in original forest.","","","Note by Sleumer 1951: ""Styli 2 vix Flacourt. certe haud Casearia.""","Ampelocera glabra Kuhlm.","","","GBIF"
"36","","","MO","3077560","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Carol Todzia","1989-01-01","","Mexia 5456","","Ynés Mexia","1930","12","27","brazil","Minas Gerais","","Distrito Rio Branco. Retiro de Antonio Avelino; matta virgem; undertree in original forest.","","","","Ampelocera glabra Kuhlm.","","","GBIF"
"37","","","RB","RB00282335","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","","","Kuhlmann, J.G.","1928","","","brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal.","-43.45231","-22.924471","","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"38","","","Herbarium","K000964194","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","s.n.","","Kuhlmann, J.G.","1926","12","23","brazil","","Rio de Janeiro","Mata das Obras Públicas. Perto da sede do Horto Florestal.","","","","Ampelocera glabra Kuhlm.","","centroide mpo (no state)","GBIF"
"39","","","MBM","378611","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","s.n.","","Kuhlmann, JG","1922","11","8","brazil","Rio de Janeiro","","Reserva Florestal da Fábrica Aliança","","","","Ampelocera glabra Kuhlm.","","","GBIF"
"40","","","Botany","V0093456F","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","6794","","J. G. Kuhlmann","1922","11","8","brazil","Rio de Janeiro","","Rio de Janeiro ad urbem in selva loco Fabrica AllianÃ§a","","","","Ampelocera glabra Kuhlm.","","","GBIF"
"41","","","Herbarium Berolinense","B 10 0247972","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","","","J. G. Kuhlmann","1922","11","8","brazil","","","Rio de Janeiro ad urbam in silva loco Fabrica Alliança.","","","","Ampelocera glabra Kuhlm.","","no coordinates, municipality or state provided","GBIF"
"42","","","Herbarium","K000575866","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Todzia, C.","","","6794","","Kuhlmann, J.G.","1922","11","8","brazil","","","ad urbem","","","","Ampelocera glabra Kuhlm.","","no coordinates, municipality or state provided","GBIF"
"43","","","MBML-HERBARIO","44585","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","0","","J. G. Kuhlmann","1922","11","8","brazil","Rio de Janeiro","","Reserva Florestal da Fábrica Aliança","","","","Ampelocera glabra Kuhlm.","","","GBIF"
"44","","","MO","1789731","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","C. Todzia","1989-01-01","","Kuhlmann 6794","","João Geraldo Kuhlmann","1922","11","8","brazil","","","[Reserva Florestal da Fabeica aUlenca Lasanfeira - Rio all Juneiro].","","","","Ampelocera glabra Kuhlm.","","no coordinates, municipality or state provided","GBIF"
"45","","","RB","RB01284967","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","98","","Folli,D.A.","","","","brazil","Espírito Santo","Espírito Santo","","","","","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"46","","","CEPEC","6163","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","L. C. Pederneira","","","1210","","T. S. dos Santos","","","","brazil","Bahia","ITAIBÓ","Estrada a Apuarema.","","","Ambiente: Plantação de cacau. Habito: Árvore, 12m X 30cm.","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"47","","","CEPEC","42862","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","A. M. Amorim","","","2374","","L. A. M. Silva","","","","brazil","Bahia","JUSSARÍ","Faz. Teimoso. Ramal c/ entrada no Km 8 Rod. Jussarí/Palmira, a esquerda.","-39.499726","-15.131669","Ambiente: Mata Higrofila (margem). Solo argiloso, com bastante afloramento de rochas. Habito: Árvore, 12m X 20cm.","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"48","","","SPFW","5112","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","Serviço Florestal","","","","","Sem coletor","","","","brazil","Distrito Federal","","","","","Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia","Ampelocera glabra Kuhlm.","","","GBIF"
"49","","","RB","RB01284966","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","6429","","Kuhlmann, J.G.","","","","brazil","Espírito Santo","Espírito Santo","","","","","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"50","","","CEPEC","81775","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","P. Fiaschi","","","2667","","A. M. Amorim","","","","brazil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPN Serra do Teimoso. Árvore 525.","-39.528611","-15.158056","Ambiente: Maa Mesófila. Habito: Árvore sem medida","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"51","","","RB","RB00282331","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","80","","Nunes, G.M.","","","","brazil","Rio de Janeiro","Rio de Janeiro","","-43.45231","-22.924471","","Ampelocera glabra Kuhlm.","","centroide mpo","GBIF"
"52","","","CEPEC","89574","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","P. Fiaschi","","","164","","J. G. Jardim","","","","brazil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km depois mais 1,7Km ate a sede da Faz. Teimoso. RPPN Serra do Teimoso. Árvore 154.","-39.583333","-15.166667","Ambiente: Mata Higrofila. Habito: Árvore sem medida","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"53","","","CEPEC","81675","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","P. Fiaschi","","","2690","","A. M. Amorim","","","","brazil","Bahia","JUSSARÍ","Rod. Jussari/Palmira.Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056","Ambiente: Mata mesófila. Habito: Árvore, ca. 15m.","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"54","","","CEPEC","88093","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","P. Fiaschi","","","1562","","J. G. Jardim","","","","brazil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km depois mais 1,7Km ate a sede da Faz. Teimoso. RPPN Serra do Teimoso. Árvore 100.","-39.583333","-15.166667","Ambiente: Mata Higrofila. Habito: Árvore sem medida","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"55","","","VIC","000989","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","s.n.","","?","","","","brazil","Minas Gerais","Viçosa","","-42.886014","-20.740274","","Ampelocera glabra Kuhlm.","","centroide mpo (0)","GBIF"
"56","","","MO","3069044","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","R.Liesner (MO)","2012-01-01","","Monteiro 2597","","Monteiro","","","","brazil","Minas Gerais","","","","","","Ampelocera glabra Kuhlm.","","","GBIF"
"57","","","NY","1546739","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","","","","[herb. RB 6794","","J. G. Kuhlmann","","","","brazil","Rio de Janeiro","","Reserva Floresta da FÃ¡brica AlianÃ§a","","","","Ampelocera glabra Kuhlm.","","","GBIF"
"58","","","CEPEC","87900","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","P. Fiaschi","","","1485","","J. G. Jardim","","","","brazil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","-39.583333","-15.166667","Ambiente: Mata Higrofila. Habito: Árvore, ca. 10m.","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"59","","","CEPEC","82027","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","A. M. Amorim","","","2619","","A. M. Amorim","","","","brazil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056","Ambiente: Mata mesófila. Habito: Árvore, ca. 8m.","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
"60","","","CEPEC","79382","Ampelocera glabra Kuhlm.","","Cannabaceae","Ampelocera","glabra","","Kuhlm.","P. Fiaschi","","","11754","","W. W. Thomas","","","","brazil","Bahia","JUSSARÍ","7.5Km ao N de Jussari Rod. P/ Palmira, depois 2Km ao W p/ Faz. Teimoso, depois 45min. A W P/ Reserva. Árvore 006.","-39.583333","-15.166667","Ambiente: Mata Semi-decidual. Cont. local: Transect Qadrat 1. Habito: Árvore sem medida","Ampelocera glabra Kuhlm.","","original coordinates","GBIF"
