"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","municipality","comments"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","154355","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance",NA,NA,"3100",NA,"Mike Hopkins",1983,7,19,"Brazil","Amazonas","Basin of Rio Maués, Rio Urupadi, at mouth of igarapé Quininha",-57.28,-3.75,NA,"urn:catalog:inpa:herbarium:207744",NA,"Couepia marleneae Prance",NA,NA,NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","124562","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance",NA,NA,"2295",NA,"Mike Hopkins",1983,7,2,"Brazil","Amazonas","Rio Paca, tributary of the Rio Mari Mari",NA,NA,NA,"urn:catalog:inpa:herbarium:199299",NA,"Couepia marleneae Prance",NA,NA,NA,NA,NA
"3","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","154334","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance",NA,NA,"3079",NA,"Mike Hopkins",1983,7,19,"Brazil","Amazonas","Basin of Rio Maués, Rio Urupadi, trail leading E ca. 4 Km from mouth of igarapé Quininha",-57.27,-3.716667,NA,"urn:catalog:inpa:herbarium:207723",NA,"Couepia marleneae Prance",NA,NA,NA,NA,NA
"4","2008-05-27T22:02:00.000+0000","MO","MO","3331746","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance","G.T. Prance","1987-01-01T00:00:00.000+0000","Zarucchi 3100",NA,"James L. Zarucchi",1983,7,19,"Brazil","Amazonas","Mun. de Maués, basin of Rio Maués, Rio Urupadi, at mouth of Igarapé Quininha, forest on terra firme.",-57.28333,-3.75,NA,"urn:catalog:MO:Tropicos:3331746","http://www.tropicos.org/Specimen/3331746","Couepia marleneae Prance",NA,NA,NA,NA,NA
"5","2008-05-27T22:02:00.000+0000","MO","MO","3383855","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance","G.T. Prance","1984-01-01T00:00:00.000+0000","Todzia 2295",NA,"Carol A. Todzia",1983,7,2,"Brazil","Amazonas","Mun. de Nova Olinda. Rio Paca, tributary of the Rio Mari Mari. Terra firma forest.",NA,NA,NA,"urn:catalog:MO:Tropicos:3383855","http://www.tropicos.org/Specimen/3383855","Couepia marleneae Prance",NA,NA,NA,NA,NA
"6",NA,"F","Botany","V0356690F","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance","RRC ID Flag","1984-01-01T00:00:00.000+0000","2295","2295","C. A. Todzia",1983,7,2,"Brazil","Amazonas",NA,-63,-5,NA,"4b8b04a8-72b3-4610-8ce7-b39775b77390",NA,"Couepia marleneae Prance",NA,NA,NA,NA,NA
"7","2008-05-27T22:02:00.000+0000","MO","MO","3331748","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance","G.T. Prance","1987-01-01T00:00:00.000+0000","Zarucchi 3079",NA,"James L. Zarucchi",1983,7,19,"Brazil","Amazonas","Mun. de Maués, basin of Rio Maués, Rio Urupadi, trail leading E ca. 4 km from mouth of Igarapé Quininha, forest on terra firme.",-57.26666,-3.71666,NA,"urn:catalog:MO:Tropicos:3331748","http://www.tropicos.org/Specimen/3331748","Couepia marleneae Prance",NA,NA,NA,NA,NA
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","36358","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance","Prance, G.T.","1974-05-01T00:00:00.000+0000","267",NA,"Mike Hopkins",1972,7,8,"Brazil","Amazonas","Rodovia BR-319 (Manaus-Porto velho), km 113. Solo argiloso.",NA,NA,NA,"urn:catalog:inpa:herbarium:178446",NA,"Couepia marleneae Prance",NA,NA,NA,NA,NA
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","36581","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance","Prance, G.T.","1974-05-01T00:00:00.000+0000","490",NA,"Mike Hopkins",1972,7,12,"Brazil","Amazonas","Estrada Manaus-Porto Velho, trecho compreendido entre os rios Castanho e Araça. Mata de terra firme. Solo argiloso, úmido.",NA,NA,NA,"urn:catalog:inpa:herbarium:179017",NA,"Couepia marleneae Prance",NA,NA,NA,NA,NA
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","36558","Couepia marleneae Prance","Chrysobalanaceae","Couepia","marleneae","Prance",NA,NA,"467",NA,"Mike Hopkins",1972,7,11,"Brazil","Amazonas","BR-319, Estrada entre o Rio Araça e o Lago do Castanho, em direção ao Careiro",NA,NA,NA,"urn:catalog:inpa:herbarium:178979",NA,"Couepia marleneae Prance",NA,NA,NA,NA,NA
