"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"NY","NY","1171243","Eperua oleifera var. campestris Ducke",NA,"Fabaceae","Eperua","oleifera","campestris","var. campestris Ducke","H. ter Steege",NA,NA,"5791",NA,"C. A. Cid Ferreira",1985,4,24,"Brazil","Amazonas",NA,"BR 230, Rod. TransamazÃ´nica, a 243 Km de HumaitÃ¡. Campina aberta, solo arenoso branco. Projeto Flora AmazÃ´nica.",-61.166667,-7.666667,NA,"b501319b-7738-4845-a4ce-30e0ae9c98e9",NA,"Eperua oleifera var. campestris Ducke"
"2",NA,"US","Botany","3198835","Eperua oleifera Ducke","cf.","Fabaceae","Eperua","oleifera",NA,"Ducke","Grimes, J. W.",NA,NA,"5791",NA,"C. A. Cid Ferreira",1985,4,24,"Brazil","Amazonas",NA,"Br230. rod. transamazonica, a 243 km de humaita.",-61.1667,-7.6667,NA,"http://n2t.net/ark:/65665/3cb8ae7c9-87f7-497a-a7b0-12ef8e45733c",NA,"Eperua oleifera Ducke"
"3","2014-07-22T08:03:08.000+0000","JBRJ","RB","RB00140224","Eperua oleifera var. campestris Ducke",NA,"Fabaceae","Eperua","oleifera","campestris","var. campestris Ducke","I.P. Reis","2013-05-13T00:00:00.000+0000",NA,"5913",NA,"C. A. Cid Ferreira",1985,4,30,"Brazil","Amazonas","Novo Aripuanã","BR 230. Rod. Transamazônica entre os kms 350 e 400 ao leste de Humaitá.",NA,NA,"Arvoreta de 8m de altura, flores de cor lilás, botões esverdeados.","urn:catalog:JBRJ:RB:140224",NA,"Eperua oleifera var. campestris Ducke"
"4",NA,"NY","NY","1171247","Eperua oleifera var. campestris Ducke",NA,"Fabaceae","Eperua","oleifera","campestris","var. campestris Ducke","H. ter Steege",NA,NA,"5913",NA,"C. A. Cid Ferreira",1985,NA,NA,"Brazil","Amazonas",NA,"BR 230, Rod. TransamazÃ´nica entre os Kms 350 e 400 ao leste de HumaitÃ¡. Campo natural, solo arenoso. Projeto Flora AmazÃ´nica.",-60.380929816734,-5.1239964303964,NA,"f1b2aafc-6147-44c4-a2ca-892c7686a8ea",NA,"Eperua oleifera var. campestris Ducke"
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","127378","Eperua oleifera var. campestris Ducke",NA,"Fabaceae","Eperua","oleifera","campestris","var. campestris Ducke","Steege, H. ter","2006-11-01T00:00:00.000+0000",NA,"5913",NA,"Mike Hopkins",1985,NA,NA,"Brazil","Amazonas",NA,"BR 230, Rod. Transamazônica entre os Kms 350 e 400 ao leste de Humaitá. Campo natural, solo arenoso. Projeto Flora Amazônica.",NA,NA,NA,"urn:catalog:inpa:herbarium:50140",NA,"Eperua oleifera var. campestris Ducke"
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","154095","Eperua oleifera var. campestris Ducke",NA,"Fabaceae","Eperua","oleifera","campestris","var. campestris Ducke","""Noda, E.; Silva, M.F. da""","2001-08-01T00:00:00.000+0000",NA,"2842",NA,"Mike Hopkins",1983,6,22,"Brazil","Amazonas",NA,"5 Km S of Borba",-59.58,-4.383333,NA,"urn:catalog:inpa:herbarium:207492",NA,"Eperua oleifera var. campestris Ducke"
"7","2014-07-22T11:41:04.000+0000","JBRJ","RB","RB00266092","Eperua oleifera var. campestris Ducke",NA,"Fabaceae","Eperua","oleifera","campestris","var. campestris Ducke","I.P. Reis",NA,NA,"2842",NA,"JAMES L. ZARUCCHI; ET AL.",1983,6,22,"Brazil","Amazonas","Borba","WHITE SAND CAMPINA 5 KM S OF BORBA.",-59.583333,-4.383333,"LOW, WELL-BRANCHED DOMINANT TREE IN DISTURBED AREAS OF CAMPINA TO 4 M TALL; FLOWERS WITH CALYX PALE GREEN, COROLLA BLUISH-LAVENDER, INSIDE OF COROLLA WHITE WITH PINKISH-PURPLE SPOTS; FRUITS PENDULOUS, 1- OR 2- SEEDED. FLOWERS VISITED BY LARGE BLACK BEES.","urn:catalog:JBRJ:RB:266092",NA,"Eperua oleifera var. campestris Ducke"
"8",NA,"NY","NY","1161270","Eperua oleifera var. campestris Ducke",NA,"Fabaceae","Eperua","oleifera","campestris","var. campestris Ducke","E. Noda; M. F. da Silva",NA,NA,"2842",NA,"J. L. Zarucchi",1983,6,22,"Brazil","Amazonas",NA,"5 Km S of Borba.",-59.583333,-4.383333,NA,"ec7c812a-91f0-4aaa-8263-ec10625f27d4",NA,"Eperua oleifera var. campestris Ducke"
"9",NA,"Faculdade São Lucas (FSL)","HFSL","784","Eperua oleifera var. campestris Ducke",NA,"Fabaceae","Eperua","oleifera","campestris","var. campestris Ducke","Silva, M.F. da; Noda, E.","2001-08-01T00:00:00.000+0000",NA,"2842",NA,"Zarucchi, J.L.; Ferreira, C.A.C.",1983,6,22,"Brazil","Amazonas","Borba","5 Km, 5 Km S of Borba",-59.583333,-4.383333,"Low, well-branched dominant tree in disturbed areas of campina to 4 m tall; flowers with calyx pale green, corolla bluish-lavender, inside of corolla white with pinkish-purple spots; fruits pendulous, 1- or 2- seeded. Flowers visited by large black b; DE","BRA:FSL:HFSL:0000000784",NA,"Eperua oleifera var. campestris Ducke"
"10",NA,"US","Botany","2915179","Eperua oleifera var. campestris Ducke",NA,"Fabaceae","Eperua","oleifera","campestris","var. campestris Ducke",NA,NA,NA,"2942",NA,"J. L. Zarucchi",1983,6,22,"Brazil","Amazonas",NA,"Rodovia do estanho, between km 795 and 790 on transamazonica",NA,NA,NA,"http://n2t.net/ark:/65665/338dcf8e1-ed84-45b9-a042-7350b3ef3d23",NA,"Eperua oleifera var. campestris Ducke"
