"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2017-10-26T14:36:22.000+0000","JBRJ","RB","RB01372636","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","V.F. Mansano",NA,NA,"2284",NA,"R. Goldenberg; A.M. Amorim; J.L. Paixão",2017,4,28,"Brazil","Bahia","Presidente Tancredo Neves","Região da Tesoura 1. Estrada de acesso ao sítio do Burjão, 5,7 Km da BR 101 em estrada não pavimentada. Em topo de morro.",-39.468889,-39.468889,NA,"urn:catalog:JBRJ:RB:1372636",NA,"Swartzia riedelii R.S.Cowan"
"2","2015-10-27T11:55:36.000+0000","JBRJ","RB","RB00736831","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"867",NA,"R. O. Perdiz",2011,7,31,"Brazil","Bahia","Ilhéus","Est. Ilhéus/Olivença, Km 6. Pousada do Mar. Propriedade de Frederico Lima Garcia.",-31.016667,-14.874167,"Arvoreta ca. 3m de altura. Frutos laranjas. Sementes imaturas, ariladas. Arilo branco. Látex vermelho. Fotos.","urn:catalog:JBRJ:RB:736831",NA,"Swartzia riedelii R.S.Cowan"
"3",NA,"UEFS","HUEFS","189325","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"867",NA,"Perdiz, R. de O.",2011,7,31,"Brazil","Bahia","Ilhéus","Estrada Ilhéus-Olivença, Km 6. Pousada do Mar, propriedade de Frederico Lima Garcia.",-31.016667,-14.874167,"Restinga arbóre-arbustiva.","BRA:UEFS:HUEFS:0000189325",NA,"Swartzia riedelii R.S.Cowan"
"4",NA,"USP","SPF","215780","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"867",NA,"Perdiz, RO",2011,7,31,"Brazil","Bahia","Ilhéus","Estrada Ilhéus-Olivença, km 6. Pousada do Mar, Propriedade de Frederico Lima Garcia.",-31.166667,-14.874167,"Restinga arbóre-arbustiva.","BRA:USP:SPF:0000215780",NA,"Swartzia riedelii R.S.Cowan"
"5",NA,"MBML","MBML-HERBARIO","44411","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"867",NA,"R. de O. Perdiz",2011,7,31,"Brazil","Bahia","Ilhéus","Estrada Ilhéus-Olivença, km 6. Pousada do Mar, propriedade de Frederico Lima Garcia. Restinga arbórea-arbustiva",NA,NA,"Arvoreta ca 3m alt., frutos laranjas. Sementes imaturas, ariladas. Arilo branco. Látex vermelho","BRA:MBML:MBML-HERBARIO:0000044411",NA,"Swartzia riedelii R.S.Cowan"
"6",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","134006","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"867",NA,"Perdiz, R. de O.",2011,7,31,"Brazil","Bahia","Ilhéus","Estrada Ilhéus-Olivença, km 6. Pousada do Mar, propriedade de Frederico Lima Garcia.",-31.016667,-14.874167,"Restinga arbóre-arbustiva.","BRA:CEPLAC:CEPEC:0000134006",NA,"Swartzia riedelii R.S.Cowan"
"7",NA,"UEFS","HUEFS","188746","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"2313",NA,"Matos, E.N.de",2011,10,20,"Brazil","Bahia","Una","Fazenda Bolandeira",-39.002778,-15.338889,"Restinga. Floresta.","BRA:UEFS:HUEFS:0000188746",NA,"Swartzia riedelii R.S.Cowan"
"8",NA,"USP","SPF","215871","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","Mansano, VF","2016-01-01T00:00:00.000+0000",NA,"343",NA,"Daneu, L",2010,6,14,"Brazil","Bahia","Olivença",NA,-39.408333,-14.981667,NA,"BRA:USP:SPF:0000215871",NA,"Swartzia riedelii R.S.Cowan"
"9","2014-09-15T09:24:07.000+0000","JBRJ","RB","RB00738482","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","V.F. Mansano",NA,NA,"343",NA,"L. Daneu; D. Rocha, M. Caddah",2010,6,14,"Brazil","Bahia","Olivença","Km13 da Rod. Ilhéus Olivença, entrada à direita no areal Guanabara, sentido a Serra Negra 3Km de estrada vicinal.",-39.045278,-14.981667,"Árvore, ca. 7m alt. Folhas verde-discolor. Frutos alaranjados","urn:catalog:JBRJ:RB:738482",NA,"Swartzia riedelii R.S.Cowan"
"10",NA,"MBML","MBML-HERBARIO","44387","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","V.F. Mansano/14-X-2014",NA,NA,"343",NA,"L. Daneu; D. Rocha & M. Caddah",2010,6,14,"Brazil","Bahia","Olivença","Km 13 da Rod. Ilhéus Olivença, Entrada á direita no areal Guanabara, Sentido a Serra negra 3km de estrada Vicinal. Restinga",-39.045278,-14.981667,"Árvore ca 7m alt., folhas verde discolor. Frutos alaranjados","BRA:MBML:MBML-HERBARIO:0000044387",NA,"Swartzia riedelii R.S.Cowan"
