"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"Universidade Federal da Bahia (UFBA)","ALCB","128457","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","Guedes, ML","2017-07-01T00:00:00.000+0000",NA,"25696","Guedes, ML; Santos, JA; Jesus, AM de; et al.",2017,6,16,"Brazil","Bahia","Wagner","Chapada Diamantina, Mata do CETEP.",-41.166667,-12.683333,"Folhas pinadas, pinas discolores, face abaxial ferrugínea. Fruto legume nucóide. Semente sem pleurograma, sem sarcotesta, com arilo carnoso de coloração amarelo-alaranjado ou avermalhada.","BRA:UFBA:ALCB:0000128457",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"2",NA,"Universidade Federal da Bahia (UFBA)","ALCB","130120","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","Guedes, ML","2018-01-01T00:00:00.000+0000",NA,"25994","Guedes, ML; Araújo, F; Alunos de Botânica BIO C05",2017,11,18,"Brazil","Bahia","Wagner","Chapada Diamantina, na Cidade.",-43.883333,-12.283333,"Folhas compostas imparipinadas, folíolos cartáceos, discolores face abaxial pubescente. Inflorescência com pêlos ferrugineos, flores vistosas, cálice viloso, corola com pétala alva. pétala","BRA:UFBA:ALCB:0000130120",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"3",NA,"UEFS","HUEFS","211012","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan",NA,NA,NA,"7760","Lima, H.C.de",2014,3,8,"Brazil","Bahia","Itapebi","Rodovia BR-101, km 655, estrada vicinal para Caiubí, km 4.",-39.64,-15.92,NA,"BRA:UEFS:HUEFS:0000211012",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"5",NA,"UFRB","HURB","8310","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","V.F. mansano","2014-10-01T00:00:00.000+0000",NA,"21709","Guedes, M.L.; et al",2014,5,3,"Brazil","Bahia","Andaraí","Chapada Diamantina; Caminho para Marimbus",-41.333333,-12.708889,"Hábito: árvore","BRA:UFRB:HURB:0000008310",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"6",NA,"Universidade Federal de Sergipe, UFS","ASE","33810","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","Carregosa, T","2015-05-08T00:00:00.000+0000",NA,"370","Almeida, ES",2014,6,3,"Brazil","Sergipe","Divina Pastora","Solo com bastante serrapilheira.",-37.148333,-10.688611,"Árvore, com aproximadamente 9 metros, casca externa cinza e interna amarela e fina. Número do conglomerado: 105, coordenadas do ponto central: E (0700141m) N (8815492m), número da subunidade: 01, número da subparcela: 8, número da árv","BRA:UFS:ASE:0000033810",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"7",NA,"Universidade Federal de Sergipe, UFS","ASE","33807","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","Carregosa, T","2015-05-11T00:00:00.000+0000",NA,"379","Almeida, ES",2014,6,4,"Brazil","Sergipe","Divina Pastora","Solo com bastante serropilha.",-37.148333,-10.688611,"Árvore. Com aproximadamente 8,5 metros, casca externa cinza e interna avermelhada e fina. Número do conglomerado: 105, coordenadas do ponto central: E(0700141m) N(8815492m), número da subunidade: 01, número da subparcela: 10, número d","BRA:UFS:ASE:0000033807",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"8",NA,"Universidade Federal de Sergipe, UFS","ASE","33815","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","Carregosa, T","2015-05-12T00:00:00.000+0000",NA,"1189","Santos, LAS",2014,8,21,"Brazil","Sergipe","Malhador",NA,-37.304444,-10.658056,"Árvore, com aproximadamente 9,5 metros, casca externa marrom e interna marrom e grossa. Número do conglomerado: 98, coordenadas do ponto central: E(690319m) N(8820528m), número da subunidade: 02, número da subparcela: 5, número da árv","BRA:UFS:ASE:0000033815",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"9",NA,"Universidade Federal da Bahia (UFBA)","ALCB","128412","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","Queiroz, LP de","2014-10-01T00:00:00.000+0000",NA,"16036","Queiroz, LP de",2014,10,26,"Brazil","Bahia","Lençóis","ca. 2 Km N da saída da cidade em direção à BR-242, na beira do rio.",-41.376667,-12.563333,"ca. 5-6 m altura, copada. Folíolos cartáceos. Flores com botões externamente amarronzadas, cálice internamente cinza, brilhante, estames com filetes brancos e anteras cinza, estaminódios com filetes acinzentados e anteras amarelas, pi","BRA:UFBA:ALCB:0000128412",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"13",NA,"UEFS","HUEFS","205401","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan",NA,NA,NA,"1580","Neves, D.M.",2013,8,3,"Brazil","Bahia","Lençóis","BR 242 para Lençóis +/- 7 km da cidade. Parque Nacional Chapada da Diamantina",-41.363333,-12.525,"Floresta estacional semidecidual","BRA:UEFS:HUEFS:0000205401",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"14",NA,"UEFS","HUEFS","207517","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","L.P.Queiroz","2015-07-01T00:00:00.000+0000",NA,"1099","Carneiro-Torres, D.S.",2013,10,25,"Brazil","Bahia","Itaeté","Fazenda Bom Viver, a 16km de Itaeté, dobrando à esquerda depois da ponte.",-41.066667,-12.95,NA,"BRA:UEFS:HUEFS:0000207517",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"15",NA,"UEFS","HUEFS","193211","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","L.P.Queiroz","2014-12-01T00:00:00.000+0000",NA,"11811","Melo, E.",2012,12,7,"Brazil","Bahia","Andaraí","Alagados Marimbus.",-41.314444,-12.765278,"Mata estacional.","BRA:UEFS:HUEFS:0000193211",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
"16",NA,"UEFS","HUEFS","145970","Swartzia bahiensis R.S.Cowan","Fabaceae","Swartzia","bahiensis","R.S.Cowan","V.F.Mansano","2014-10-01T00:00:00.000+0000",NA,"2399","Cardoso, D.",2009,2,2,"Brazil","Bahia","Lençóis","Estrada para a cidade de Lençóis, entrando em uma trilha para a vegetação arbustiva arenosa de capitinga.",-41.364444,-12.555278,"Floresta estacional semidecidual.","BRA:UEFS:HUEFS:0000145970",NA,"Swartzia bahiensis R.S.Cowan",NA,NA,NA,NA
