"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1","2018-05-10T15:11:33.000+0000","JBRJ","RB","RB01386411","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.","H. C. Lima",NA,NA,"1562",NA,"C. Baez; E. P. Fernandez, R. C. Gomes, G. Martinelli, Haroldo Lima, E. Lerina",2018,4,4,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçu. REGUA - Bifurcação a esquerda da trilha verde. Parque Estadual dos Três Picos/Reserva Ecológica de Guapiaçu",-42.735,-22.395555,"Árvore matriz nº 113; CAP 157 cm; Corte alvacento com exudato vermelho pouco abundante. Cálice verde com indumento castanho. Corola violácea. Verticilo com mácula central amarela. Folhas marcadamentes discolores.","urn:catalog:JBRJ:RB:1386411",NA,"Platycyamus regnellii Benth.",NA,NA,NA
"2","2018-07-21T21:56:13.000+0000","JBRJ","RB","RB01394956","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.","E.A. Fortes",NA,NA,"39",NA,"Elenice A. Fortes; Vicente G. Fortes",2018,7,11,"Brazil","Minas Gerais","Carvalhópolis","Bairro Arranca Rabo, Sítio Paineiras, na lavoura de café no topo da serra.",-45.858889,-21.740833,"Árvore ca. 20 m alt., com sapopemas, tronco cilíndrico, casca acinzentada, descamando-se, DAP 54 cm. Ramos cilíndricos, inermes. Árvore caducifolia. Pecíolo e raque verde, dourado tomentoso. Folhas discolor, adaxialmente cor verde opaca, abaxialmente alva. Estípulas caducas, folíolos com estipelas. Frutos em panículas terminais,  legume cartáceo, dourado tomentoso, com uma pequena projeção aliforme, internamente glabro, amarelado, sementes amarelo claras. Abundante nos entornos.","urn:catalog:JBRJ:RB:1394956",NA,"Platycyamus regnellii Benth.",NA,NA,NA
"3","2017-10-15T13:09:03.000+0000","JBRJ","RB","RB01340472","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.","D.N.S. Machado",NA,NA,"504",NA,"D.N.S. Machado; G.A. de Queiroz",2015,4,11,"Brazil","Rio de Janeiro","Maricá","Inoã, início da Trilha para as Frutas do Spar, atrás da Capela de Santa Paula",-42.941389,-22.8975,NA,"urn:catalog:JBRJ:RB:1340472",NA,"Platycyamus regnellii Benth.",NA,NA,NA
"4","2017-05-09T09:42:03.000+0000","JBRJ","RB","RB00958570","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.","M. Nadruz e J.R.Mattos","2015-05-22T00:00:00.000+0000",NA,"91",NA,"J.R.Mattos e M. Nadruz",2015,5,22,"Brazil","Rio de Janeiro","Rio de Janeiro","Canteiro 27C, JBRJ.",NA,NA,"Ramos cilíndricos e pilosos, folhas compostas tri-folioladas, com folíolos pilosos na parte abaxial, elípticos, com base obtusa convexa a obtusa arredondada e ápice obtuso acuminado e margem crenada. Flores com pedúnculo piloso, sépalas esverdeadas e pilosas, e pétalas podendo ser arroxeadas ou esbranquiçadas.","urn:catalog:JBRJ:RB:958570",NA,"Platycyamus regnellii Benth.",NA,NA,NA
"5",NA,"UEFS","HUEFS","211865","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.",NA,NA,NA,"1565",NA,"Nascimento, F.H.F.",2014,1,30,"Brazil","Bahia","Jussari","RPPN Serra do Teimoso.",-39.535,-15.158333,NA,"BRA:UEFS:HUEFS:0000211865",NA,"Platycyamus regnellii Benth.",NA,NA,NA
"6",NA,"UEFS","HUEFS","212807","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.",NA,NA,NA,"10",NA,"Scarponi, T.M.",2014,5,15,"Brazil","Rio de Janeiro","São José de Ubá","Localidade de Capiocá, próximo à Pedra Redonda. Conglomerado 272-2-9-35. Situado na vertente do relevo, com pastagem e árvores isoladas.",-47.940278,-21.420278,NA,"BRA:UEFS:HUEFS:0000212807",NA,"Platycyamus regnellii Benth.",NA,NA,NA
"8","2017-10-14T13:25:33.000+0000","JBRJ","RB","RB00844147","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.","M. Sobral","2013-01-01T00:00:00.000+0000",NA,"15426",NA,"M. Sobral",2013,3,20,"Brazil","Minas Gerais","Tiradentes","Serra de São José, Estrada dos Fundadores.",-44.141111,-21.084444,"Árvore 10-12m; ramos com resina escassa quando cortados; flores azul-claras ou roxo-claras; frutos imaturos","urn:catalog:JBRJ:RB:844147",NA,"Platycyamus regnellii Benth.",NA,NA,NA
"10",NA,"UFES","VIES","30721","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.","Júnior, J.G.V.","1905-07-04T00:00:00.000+0000",NA,NA,NA,"Júnior, J.G.V.",2012,5,1,"Brazil","Espírito Santo","Conceição do Castelo",NA,NA,NA,"SW2041","BRA:UFES:VIES:0000030721",NA,"Platycyamus regnellii Benth.",NA,NA,NA
"11",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","787","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.","Machado, ELM","2012-09-11T00:00:00.000+0000",NA,"s.n.",NA,"Oliveira, ACC; Machado, ELM",2012,9,NA,"Brazil","Minas Gerais","Presidente Juscelino","Presidente Juscelino, Minas Gerais, Zona rural",-44.0825,-18.644444,"Floresta Estacional Decídual","BRA:UFVJM:HDJF:0000000787",NA,"Platycyamus regnellii Benth.",NA,NA,NA
"12",NA,"UEFS","HUEFS","176659","Platycyamus regnellii Benth.","Fabaceae","Platycyamus","regnellii","Benth.",NA,NA,NA,"15289",NA,"Queiroz, L.P.de",2011,5,30,"Brazil","Espírito Santo","Carlos Chagas","69 Km E de Teófilo Otoni na rodovia BR-418, 10 km E do entroncamento para Epaminondas Otoni.",-41.000556,-17.852778,"Mata atlântica. Floresta estacional semidecidual com afloramento de gnaiss.","BRA:UEFS:HUEFS:0000176659",NA,"Platycyamus regnellii Benth.",NA,NA,NA
