"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1",NA,"UEFS","HUEFS","189325","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"867",NA,"Perdiz, R. de O.",2011,7,31,"Brazil","Bahia","Ilhéus","Estrada Ilhéus-Olivença, Km 6. Pousada do Mar, propriedade de Frederico Lima Garcia.",-31.016667,-14.874167,"Restinga arbóre-arbustiva.","BRA:UEFS:HUEFS:0000189325",NA,"Swartzia riedelii R.S.Cowan",NA,NA
"2",NA,"USP","SPF","215780","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"867",NA,"Perdiz, RO",2011,7,31,"Brazil","Bahia","Ilhéus","Estrada Ilhéus-Olivença, km 6. Pousada do Mar, Propriedade de Frederico Lima Garcia.",-31.166667,-14.874167,"Restinga arbóre-arbustiva.","BRA:USP:SPF:0000215780",NA,"Swartzia riedelii R.S.Cowan",NA,NA
"3",NA,"MBML","MBML-HERBARIO","44411","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"867",NA,"R. de O. Perdiz",2011,7,31,"Brazil","Bahia","Ilhéus","Estrada Ilhéus-Olivença, km 6. Pousada do Mar, propriedade de Frederico Lima Garcia. Restinga arbórea-arbustiva",NA,NA,"Arvoreta ca 3m alt., frutos laranjas. Sementes imaturas, ariladas. Arilo branco. Látex vermelho","BRA:MBML:MBML-HERBARIO:0000044411",NA,"Swartzia riedelii R.S.Cowan",NA,NA
"4",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","134006","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan",NA,NA,NA,"867",NA,"Perdiz, R. de O.",2011,7,31,"Brazil","Bahia","Ilhéus","Estrada Ilhéus-Olivença, km 6. Pousada do Mar, propriedade de Frederico Lima Garcia.",-31.016667,-14.874167,"Restinga arbóre-arbustiva.","BRA:CEPLAC:CEPEC:0000134006",NA,"Swartzia riedelii R.S.Cowan",NA,NA
"5","2014-09-15T09:24:07.000+0000","JBRJ","RB","RB00738482","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","V.F. Mansano",NA,NA,"343",NA,"L. Daneu; D. Rocha, M. Caddah",2010,6,14,"Brazil","Bahia","Olivença","Km13 da Rod. Ilhéus Olivença, entrada à direita no areal Guanabara, sentido a Serra Negra 3Km de estrada vicinal.",-39.045278,-14.981667,"Árvore, ca. 7m alt. Folhas verde-discolor. Frutos alaranjados","urn:catalog:JBRJ:RB:738482",NA,"Swartzia riedelii R.S.Cowan",NA,NA
"6",NA,"MBML","MBML-HERBARIO","44387","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","V.F. Mansano/14-X-2014",NA,NA,"343",NA,"L. Daneu; D. Rocha & M. Caddah",2010,6,14,"Brazil","Bahia","Olivença","Km 13 da Rod. Ilhéus Olivença, Entrada á direita no areal Guanabara, Sentido a Serra negra 3km de estrada Vicinal. Restinga",-39.045278,-14.981667,"Árvore ca 7m alt., folhas verde discolor. Frutos alaranjados","BRA:MBML:MBML-HERBARIO:0000044387",NA,"Swartzia riedelii R.S.Cowan",NA,NA
"7",NA,"USP","SPF","157964","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","Mansano, VF","2014-07-01T00:00:00.000+0000",NA,"4075",NA,"Miranda, AM",2003,1,26,"Brazil","Bahia","Ilhéus",NA,-39.2,-14.9,NA,"BRA:USP:SPF:0000157964",NA,"Swartzia riedelii R.S.Cowan",NA,NA
"8",NA,"UEFS","HUEFS","69041","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","V.F.Mansano","2009-11-01T00:00:00.000+0000",NA,"4075",NA,"Miranda, A.M.",2003,1,26,"Brazil","Bahia","Ilhéus","Fazenda Recreio.",-39.2,-14.9,"Capoeira.","BRA:UEFS:HUEFS:0000069041",NA,"Swartzia riedelii R.S.Cowan",NA,NA
"9",NA,"UFG","UFG","47050","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","Mansano, V.F.","2009-11-01T00:00:00.000+0000",NA,"734",NA,"Nunes, T.S.; Jardim, J.G.; Moraes, M.V. & Silva, B.M.",2002,1,7,"Brazil","Bahia","Una",NA,-39.233333,-15.187778,NA,"BRA:UFG:UFG:0000047050",NA,"Swartzia riedelii R.S.Cowan",NA,NA
"10",NA,"UEFS","HUEFS","57563","Swartzia riedelii R.S.Cowan",NA,"Fabaceae","Swartzia","riedelii","R.S.Cowan","V.F.Mansano","2009-11-01T00:00:00.000+0000",NA,"734",NA,"Nunes, T.S.",2002,1,7,"Brazil","Bahia",NA,"Una. Próximo a Reserva Biológica de UNA, beira de estrada.",-39.026667,-15.187778,"Restinga arbórea.","BRA:UEFS:HUEFS:0000057563",NA,"Swartzia riedelii R.S.Cowan",NA,NA
