"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","191386","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke","Martins, L.H.P.",NA,NA,"54",NA,"Mike Hopkins",1997,11,12,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Trilha de acesso para o Tinga. Logo no início.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:98626","Elizabetha speciosa Ducke"
"2","2014-07-22T08:10:33.000+0000","JBRJ","RB","RB00141531","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke","L H P Martins",NA,NA,"54",NA,"L H P Martins; et al",1997,11,12,"Brazil","Amazonas","Amazonas","Res. Florestal Ducke.",-59.966667,-2.883333,"Arvoreta. Tronco com ca. de 4cm de DAP x 4m de altura. Copa esgalhada; ritidoma cinza. Ao corte, casca viva laranja clara; alburno creme com exsudação fluida. Estípulas velhas, longas, persistentes, penduradas. Flores vistosas, vermelhas. Três estames grandes vermelhos. Pétalas vermelhas, parte basal esverdeada. Botões cor de vinho. Frutos jovens verdes.","urn:catalog:JBRJ:RB:141531","Elizabetha speciosa Ducke"
"3","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","189596","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke",NA,NA,NA,"125",NA,"Mike Hopkins",1995,11,8,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Igarapé do Tinga.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:191398","Elizabetha speciosa Ducke"
"4",NA,"UEFS","HUEFS","197842","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke",NA,NA,NA,"672",NA,"Sothers, C.A.",1995,11,8,"Brazil","Amazonas","Manaus","Reseva Florestal Ducke, Manaus-Itacoatiara, km26.",-59.966667,-2.883333,NA,"BRA:UEFS:HUEFS:0000197842","Elizabetha speciosa Ducke"
"5",NA,"UEFS","HUEFS","200384","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke",NA,NA,NA,"1132",NA,"Ribeiro, J.E.L.S.",1993,8,12,"Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Tinga.",-59.966667,-2.883333,"Floresta de Vertentes.","BRA:UEFS:HUEFS:0000200384","Elizabetha speciosa Ducke"
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","13383","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke","Silva, M.F. da","1966-04-01T00:00:00.000+0000",NA,"4850",NA,"Mike Hopkins",1962,11,30,"Brazil","Amazonas",NA,"BR174, km 44, EEST., Estrada Manaus-Itacoatiara, Km 64. Estação Biológica do INPA.",NA,NA,NA,"urn:catalog:inpa:herbarium:160566","Elizabetha speciosa Ducke"
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","13445","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke","Silva, M. da","1973-01-01T00:00:00.000+0000",NA,"4912",NA,"Mike Hopkins",1962,NA,NA,"Brazil","Amazonas",NA,"BR174, Km 20., Estrada Manaus-Caracaraí, Km 20.",NA,NA,NA,"urn:catalog:inpa:herbarium:160622","Elizabetha speciosa Ducke"
"8",NA,"US","Botany","1693052","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke",NA,NA,NA,"48",NA,"A. Ducke",1935,10,17,"Brazil","Amazonas",NA,"Manaus, near estrada do aleixo",NA,NA,NA,"http://n2t.net/ark:/65665/3079539f8-ed1c-4fe2-9ee0-1dfc24f775ff","Elizabetha speciosa Ducke"
"9",NA,"US","Botany","1693053","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke",NA,NA,NA,"48",NA,"A. Ducke",1935,10,17,"Brazil","Amazonas",NA,"Manaus, near estrada do aleixo",NA,NA,NA,"http://n2t.net/ark:/65665/3c4c9aadc-cc9c-48d3-94bb-0519490279df","Elizabetha speciosa Ducke"
"10",NA,"F","Botany","V0057799F","Elizabetha speciosa Ducke","Fabaceae","Elizabetha","speciosa","Ducke",NA,NA,"ISOTYPE","169",NA,"A. Ducke",1932,10,2,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"bcf81a51-13a4-47db-9d8a-908a252554cf","Elizabetha speciosa Ducke"
