"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","135110","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.",NA,NA,NA,"77","Melito, M.",2012,3,1,"Brazil","Bahia","Una","REBIO de Una, trilha da bromélia.",-39.054722,-15.159722,"Mata Higrófila Sul Bahiana","BRA:CEPLAC:CEPEC:0000135110","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"2",NA,"NY","NY","886757","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.",NA,NA,NA,"746","A. Q. LobÃ£o",2005,7,26,"Brazil","Bahia",NA,"Ecoparque de Una. Rodovia BA-001 (IlhÃ©us-Una). RegiÃ£o de Mata higrÃ³fila Sul Baiana. Entorno da REBIO de Una.",-39.0547,-15.1597,NA,"7b16e5a9-5540-4573-a7c3-0687b595ceba","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"3","2017-10-18T12:12:40.000+0000","JBRJ","RB","RB00450115","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.",NA,NA,NA,"746","A. Lobão; J. Paixão, J. Jardim & S. Sant´Ana",2005,7,26,"Brazil","Bahia","Una","Ecoparque de Una. Rodovia BA - 001 (Ilhéus - Una). Região de Mata Hidrófila Sul Baiana. Entorno da Rebio de Una. REBIO de Una",-39.038055,-15.159722,"Árvore ca. 15 m alt. ramos longo com ca. 2,5 m. Folhas discolores verdes, lisas na face adaxial e aveludadas e ferrugínea na abaxial. Flores bem passadas marrons.","urn:catalog:JBRJ:RB:450115","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"4",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","106653","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.",NA,NA,NA,"746","Lobão, A. Q.",2005,7,26,"Brazil","Bahia","Una","Ecoparque de Una. Rodovia BA-001 (Ilhéus-Una). Região de Mata Hidrófila Sul Baiana. Entorno da REBIO de Una.",-39.054722,-15.159722,"Floresta Ombrófila Densa Montana.","BRA:CEPLAC:CEPEC:0000106653","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"5",NA,"MBM","MBM","315235","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","Lobão, A","2005-08-01T00:00:00.000+0000",NA,"2644","Jardim, JG; Thomas, WW; Sant'Ana, SC; Alves, MV; Rocha, EA; Torke, BM",2000,2,2,"Brazil","Bahia","Maraú","ca. 3km E de Maraú, na Rod. para Saquaíra.",-39.006944,-14.105833,"Árvore ca. 8m alt. Folhas verde-brilhante na face superior e a face inferior mais clara. Frutos imaturos verdes.; Restinga arbórea.","BRA:MBM:MBM:0000315235","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"6",NA,"NY","NY","778621","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","P. J. M. Maas","2002-01-01T00:00:00.000+0000",NA,"2644","J. G. Jardim",2000,2,2,"Brazil","Bahia",NA,"Ca. 3 km E de MaraÃº, na Rod. para SaquaÃ­ra.",-39.006944,-14.105833,NA,"51fcb356-a407-4d49-80de-cf516aa7e84f","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"7",NA,"MBM","MBM","284832","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","Mello-Silva, R","2002-08-01T00:00:00.000+0000",NA,"2644","Jardim, JG; Thomas, WW; Sant'Ana, MV; Alves, EA; Rocha, EA; Torke, BM",2000,2,2,"Brazil","Bahia","Maraú","ca. 3km E de Maraú, na Rod. para Saquaíra.",-39.006944,-14.105833,"Árvore ca. 8m alt.; flores verde-brilhantes na face superior e a face inferior mais clara; frutos imaturos verdes.","BRA:MBM:MBM:0000284832","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"8","2014-07-22T16:39:39.000+0000","JBRJ","RB","RB00484676","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","A. Lobão",NA,NA,"2644","J. G. Jardim ; W. W. Thomas, S. C. de Sant´Ana & M. V. Alves",2000,2,2,"Brazil","Bahia","Maraú","Ca. 3 km E de Maraú na Rod. para Saquaíra. .",-39.006944,-14.105833,"Árvore ca. 8 m alt. Folhas verde-brilhantes na face superior e a face inferior mais clara. Frutos imaturos verdes","urn:catalog:JBRJ:RB:484676","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"9",NA,"NY","NY","395905","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","L. M. K. Junikka","1999-02-01T00:00:00.000+0000",NA,"2021","J. G. Jardim",1999,2,21,"Brazil","Bahia",NA,"Reserva BiolÃ³gica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 IlhÃ©us/Una. Picada do Marimbondo. Regiao da Mata HigrÃ³fila Sul Baiana",-39.08,-15.15,"Flores e frutos em alcool 70%. Folhas para exame de DNA","58da57b4-c739-46c4-8185-9ffeab66812d","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"10",NA,"Universidade Federal da Bahia (UFBA)","ALCB","041344","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","Mello-Silva, R de","2002-08-01T00:00:00.000+0000",NA,"s/n","Guedes, ML; Lima, J; Roquilini, NSS",1999,4,6,"Brazil","Bahia","Vera Cruz","Região Metropolitana Salvador, Jaguaribe. Fazenda OLDESA - Óleo de Dendê S.A",-39.6,-12.95,"3,5m. Folhas cartáceas, discolores, face abaxial tomentosa. Frutos imaturos amarronzados.; Em estádio avançado de regeneração.","BRA:UFBA:ALCB:0000041344","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"11",NA,"NY","NY","502492","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","P. J. M. Maas","1995-01-01T00:00:00.000+0000",NA,"2110","A. M. Amorim",1998,1,21,"Brazil","Bahia",NA,"Rod. Canavieiras a Santa Luzia. Coletas efetuadas a ca. de 2 km a partir do inÃ­cio da estrada",-38.94,-15.67,NA,"df164d0e-3964-40fc-ab54-51585c496baf","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"12",NA,"Instituto de Botânica, IBT","SP","335226","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","Lobão, A","2007-06-01T00:00:00.000+0000",NA,"2110","Amorim, AM; Jacques, EL; Silva, JF; Sant'Ana, SC",1998,1,21,"Brazil","Bahia","Canavieiras","Rodovia Canavieiras a Santa Luzia. Coletas efetuadas a ca. de 2 km a partir do início da estrada",0,0,NA,"BRA:IBt:SP:0000335226","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"13",NA,"UEFS","HUEFS","22724","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.",NA,NA,NA,"3275","Mattos-Silva, L.A.",1995,11,2,"Brazil","Bahia","Ilhéus","Castelo Branco Fazenda Attalea, situada na Zona do Choro (Zona do Aderno)",NA,NA,"Solo argiloso.","BRA:UEFS:HUEFS:0000022724","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"14",NA,"Universidade Federal da Bahia (UFBA)","ALCB","035157","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","Mello-Silva, R de","2002-08-01T00:00:00.000+0000",NA,"3275","Mattos Silva, LA",1995,11,2,"Brazil","Bahia","Ilhéus","Litoral Sul, Fazenda Attalea, situada na Zona da Choro (Zona do Aderno). Dsitrito de Castelo Novo. Aprox. 13 Km a Oeste do Povoado de Mamoan",-39.033333,-14.783333,"6-8m de altura e 6 cm de diâmetro. Flores com cálices marrons, corolas cremes a amarelas. Folhas discolores, face adaxial verde-escuro e brilhante e a abaxial verde-pálido e pilosa. Ramos pilosos.; Higrófila Sul Baiana. Bordadura da m","BRA:UFBA:ALCB:0000035157","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
"15",NA,"NY","NY","395903","Xylopia involucrata M.C.Dias & Kin.-Gouv.","Annonaceae","Xylopia","involucrata","M.C.Dias & Kin.-Gouv.","A. M. Amorim","1993-01-01T00:00:00.000+0000",NA,"1214","A. M. Amorim",1993,4,14,"Brazil","Bahia",NA,"Reserva BiolÃ³gica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 IlhÃ©us/Una. Regiao da Mata HigrÃ³fila Sul Baiana. Picada paralela ao rumo da reserva",-39.08,-15.15,NA,"181bd05d-c916-4011-a22c-1fd5ab161c63","Xylopia involucrata M.C.Dias & Kin.-Gouv.",NA,NA,NA,NA,NA
