"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amaz√¥nia (INPA)","Cole√ß√£o Bot√¢nica, Instituto Nacional de Pesquisas da Amaz√¥nia (INPA)","211209","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Ramos, J.F.","2002-02-01T00:00:00.000+0000","12225",NA,"Mike Hopkins",2001,10,10,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:inpa:herbarium:392",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas"
"2",NA,"Instituto Amaz√≥nico de Investigaciones Cient√≠ficas SINCHI","COAH","20789","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Murillo, J. & D. Restrepo","2000-01-01T00:00:00.000+0000","4234",NA,"C√°rdenas, D.",1993,11,27,"Colombia","Amazonas",NA,"Puerto Santander, qda. El Ed√©n, bosque perturbado.",-72.36667,-0.63756,"Ejemplar bot√°nico","SINCHI:COAH:20789",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas"
"3",NA,NA,"Botany","L.1093578","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA,"Campbell DG",NA,NA,NA,"unknown or invalid",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1093578",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas"
"4",NA,NA,"Botany","L.1093579","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA,"Campbell DG",NA,NA,NA,"unknown or invalid",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1093579",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas"
"5",NA,NA,"Botany","L.1093581","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA,"Campbell DG",NA,NA,NA,"unknown or invalid",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1093581",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas"
"6",NA,NA,"Botany","L.1093580","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA,"Campbell DG",NA,NA,NA,"unknown or invalid",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1093580",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas"
"7","2/06/17 15:57","INPA","INPA",NA,"Acioa longipendula","Chrysobalanaceae","Acioa",NA,"(Pilg.) Sothers & Prance","Prance, GT",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Distrito AgropecuÃ¡rio, ZF3., Distrito AgropecuÃ¡rio da Suframa, Rod. BR-174, Km 64 depois 24 Km Leste na ZF-3, Fazenda Esteio, IgarapÃ© do Acampamento Colosso",NA,NA,NA,NA,NA,"Acioa longipendula (Pilg.) Sothers & Prance"
"8","2/06/17 15:44","INPA","INPA",NA,"Corythophora alta","Lecythidaceae","Corythophora",NA,"R.Knuth",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Roraima",NA,"Parque Nacional do ViruÃ¡, Trilha SumaÃºma",NA,NA,NA,NA,NA,"Corythophora alta R.Knuth"
"9","2/06/17 16:16","INPA","INPA",NA,"Duguetia megalocarpa","Annonaceae","Duguetia",NA,"Maas","Maas, PJM",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,NA,"Duguetia megalocarpa Maas"
"10","2/06/17 15:45","INPA","INPA",NA,"Eschweilera pseudodecolorans","Lecythidaceae","Eschweilera",NA,"S.A.Mori","Mori, SA",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, IgarapÃ© Ipiranga. Do platÃ´, descendo para o igarapÃ©.",NA,NA,NA,NA,NA,"Eschweilera pseudodecolorans S.A.Mori"
