"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments"
"1",NA,"Universidade Federal da Bahia (UFBA)","ALCB","128553","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","Guedes, ML","2017-09-01T00:00:00.000+0000","25793","Guedes, ML; Santana, A; Cajado, B; Lucresia, L; Faria, M; Maia, R; et al.",2017,6,29,"Brazil","Bahia","Uruçuca","Serra Grande",-39.283333,-14.583333,"de ca 4 m de altura. Folhas coriáceas, discolores. Frutos imaturos verdes.; em estádio Secundário","BRA:UFBA:ALCB:0000128553",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
"2",NA,"UESB","HUESB","12356","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","Guedes, M.L.","2017-09-01T00:00:00.000+0000","25793","Guedes, M.L.; Santana, A.; Cajado, B.; Lucresia, L.;; Santana, A.; Cajado, B.; Lucresia, L.;",2017,6,29,"Brazil","Bahia","Uruçuca","Serra Grande",-39.283333,-14.583333,"Arbusto, ca de 4 m de alt. Folha coriácea, discolor. Fruto imaturo verde.; Floresta Ombrófila em estado Secundário.","BRA:UESB:HUESB:0000012356",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
"3","2017-10-17T09:52:29.000+0000","JBRJ","RB","RB01371709","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","L. Daneu & C. O. Andrino",NA,"287","Fernandes, M. H.",2014,12,11,"Brazil","Bahia","Porto Seguro","Conglomerado BA_1393-2-10-R.",-39.239444,-16.559722,"Árvore, exsudado não observado. Casca externa amarelada e fina, casca interna amarelada, tipo lenticelada, desprendimento: sem desprendimento. Sem frutos.","urn:catalog:JBRJ:RB:1371709",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
"4",NA,"UFRB","HURB","14228","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf",NA,NA,"1468","Victor Jr., V.",2013,1,13,"Brazil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi",NA,NA,NA,"BRA:UFRB:HURB:0000014228",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
"5",NA,"UFRB","HURB","14227","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf",NA,NA,"699","Victor Jr., V.",2013,1,18,"Brazil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi",NA,NA,NA,"BRA:UFRB:HURB:0000014227",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
"6",NA,"UFRB","HURB","14226","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf",NA,NA,"1108","Victor Jr., V.",2013,1,11,"Brazil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi",NA,NA,NA,"BRA:UFRB:HURB:0000014226",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
"7",NA,"UEFS","HUEFS","215841","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf",NA,NA,"3554","Matos, E.",2013,3,23,"Brazil","Bahia","Itacaré","Santo amaro",-39.028333,-14.256667,"Floresta","BRA:UEFS:HUEFS:0000215841",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
"8",NA,"UEFS","HUEFS","108927","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S.Stapf","2012-07-01T00:00:00.000+0000","4941","Amorim, A.M.",2005,5,12,"Brazil","Bahia","Ibirapitanga","Reserva Municipal Cachoeira do Pau. 22 km de Itamarati na Br 101. Daí, 6,8 km E da estrada para a torre da Embratel.",-39.459167,-13.890833,"Floresta Ombrófila Densa Montana.","BRA:UEFS:HUEFS:0000108927",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
"9",NA,"UEFS","HUEFS","104114","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S.Stapf","2012-07-01T00:00:00.000+0000","6457","Kollmann, L.",2004,2,2,"Brazil","Bahia","Alcobaça","Fazenda Jaqueira do Pequi.",NA,NA,NA,"BRA:UEFS:HUEFS:0000104114",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
"10",NA,"NY","NY","02103691","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","J. A. Kallunki",NA,"369","J. L. PaixÃ£o",2004,6,2,"Brazil","Bahia",NA,"Rod. que liga a Br. 101 com Itapetinga, ca. 15 km p/ ItaimbÃ©. Faz IndependÃªcia.",-39.575,-15.7033,NA,"a7209f7f-80fc-475a-9370-ee6cf8c93ce1",NA,"Cordia glabrifolia M.Stapf",NA,NA,NA,NA,NA
