"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments"
"1",NA,"NY","NY","00021791","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","N. A. Rosa","1982-09-14T00:00:00.000+0000","4462","N. A. Rosa",1982,8,26,"Brazil","Pará",NA,"Belem, Mosqueiro, as margens da Bahia do Sol",-48.342163,-1.071446,NA,"b324ff64-2223-4c58-b983-210aa2c30b09",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","97285","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Schultes, R.E.","1994-01-01T00:00:00.000+0000","3605","Rosa, NA",1980,4,20,"Brazil","Pará",NA,"Marajó, Campos de Joanes. Floresta de igapó.",NA,NA,NA,"urn:catalog:inpa:herbarium:166992",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"3",NA,"NY","NY","01416423","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","N. A. Rosa","1980-01-01T00:00:00.000+0000","3613","N. A. Rosa",1980,4,22,"Brazil","Pará",NA,"Marajó, Campos de Joanes. Lado esquerdo do igapó; árvores mais alta, igapó menos alagado.",-48.512315,-0.875396,NA,"d83333d3-770f-4e0f-8da9-856f7f601860",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"4",NA,"UNICAMP","UEC","20161","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Rosa, N.A.","1980-01-01T00:00:00.000+0000","3618","Rosa, N.A.",1980,4,23,"Brazil","Pará","Marajó","Área de ocorrência de Hevea brasiliensis",0,0,"fruto, Árvore de 12 m de altura, 28 cm de circunferência, latex branco, fruto imaturo verde. Col. de madeira, frutos separados.","BRA:UNICAMP:UEC:0000020161",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","97287","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Schultes, R.E.","1994-01-01T00:00:00.000+0000","3612","Rosa, NA",1980,4,22,"Brazil","Pará",NA,"Marajó, Campos de Joanes. Floresta de igarapé. Lado esquerdo do igapó, árvores mais altas, igapó menos alagado.",NA,NA,NA,"urn:catalog:inpa:herbarium:166998",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","97288","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Schultes, R.E.","1994-01-01T00:00:00.000+0000","3613","Rosa, NA",1980,4,22,"Brazil","Pará",NA,"""Marajó, Campos de Joanes. Lado esquerdo do igapó; árvores mais alta, igapó menos alagado.""",NA,NA,NA,"urn:catalog:inpa:herbarium:166999",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"7",NA,"IPA","IPA","25717","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Rora, N.R.","1980-01-01T00:00:00.000+0000","3606","Rosa, N.A.",1980,4,20,"Brazil","Pará",NA,"Marajó. Salvaterra, Compos de Joanes. Floresta de Igapó.",0,0,"Árvore de 7m de altura, 50 cm de circunferência; l Flores masculinas com pedúnculo verde-claro. Base Col. De madeira; flores no F.A.A. Esta desenvolve-","BRA:IPA:IPA:0000025717",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","97289","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Rosa, N.A.","1980-01-01T00:00:00.000+0000","3619","Rosa, NA",1980,4,23,"Brazil","Pará",NA,"Marajó, igapó do Bandeirinha a 4 km de Joanes, nas proximidades do igarapé do Limão. Área de ocorrência de Hevea brasiliensis.",NA,NA,NA,"urn:catalog:inpa:herbarium:167002",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"9","2014-07-08T06:58:20.000+0000","JBRJ","RB","RB00085697","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","N.A. Rosa","1980-01-01T00:00:00.000+0000","3605","N.A. Rosa",1980,4,20,"Brazil","Pará","Salvaterra","Campos de Joanes. .",NA,NA,"Árvore de 2m x 6,5cm de circunferência; látex branco, pouco abundante; flores masculinas com pedúnculo verde-claro. Base da corola vermelho claro; pontas cremes; anteras e filetes cremes. Nesta árvore não ocorrem femininas. Col. de madeira e flores no F.A.A. Esta árvore ocorre no contato do igapó com o campo, encontram-se muitas varinhas e outras verdes que sai de um só tronco, bastante grosso da face d´água para baixo.","urn:catalog:JBRJ:RB:85697",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","97286","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Schultes, R.E.","1994-01-01T00:00:00.000+0000","3606","Rosa, NA",1980,4,20,"Brazil","Pará",NA,"Marajó, Campos de Joanes. Floresta de igapó.",NA,NA,NA,"urn:catalog:inpa:herbarium:166993",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"11",NA,"NY","NY","01416419","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","N. A. Rosa","1980-01-01T00:00:00.000+0000","3611","N. A. Rosa",1980,4,20,"Brazil","Pará",NA,"Marajó, Campos de Joanes. Floresta de igapó.",-48.512315,-0.875396,NA,"fd0f933d-3ec9-4031-9e11-64632226c47f",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"12","2015-01-13T14:48:41.000+0000","JBRJ","RB","RB00085713","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","N.A. Rosa","1980-01-01T00:00:00.000+0000","3619","N.A. Rosa",1980,4,23,"Brazil","Pará","Salvaterra","igapó do Bandeirinha à 4km de Joanes, nas proximidades do igarpé do Limão.",NA,NA,"Árvore de 10m x 60cm de circunferência; látex branco; frutos imaturos verdes e maduros secos. Col. de madeira; frutos secos separados. Obs: onde ocorre esta árvore predomina Agirú e todas estas árvores tem tronco ventricoso.","urn:catalog:JBRJ:RB:85713",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"13","2015-01-13T14:48:43.000+0000","JBRJ","RB","RB00085735","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","N.A. Rosa","1980-01-01T00:00:00.000+0000","3612","N.A. Rosa",1980,4,22,"Brazil","Pará","Salvaterra","Campos de Joanes.",NA,NA,"Árvore de 18m de altura x 70cm de circ.; Látex branco pouco; flores masculinas com a base interna e externa vermelho-claro, pontas cremes; anteras e filete cremes-esverdeados; flores femininas com o pedúnculo verde-claro; corola verde-claro com pequenas manchas vermelho-claro; ovário verde; estigma creme esverdeado; frutos imaturos verdes e maduros já secando. Col. Madeira. Frutos verdees no álcool à 70% a sêcos separados.","urn:catalog:JBRJ:RB:85735",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
"14","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","97284","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Schultes, R.E.","1994-01-01T00:00:00.000+0000","3604","Rosa, NA",1980,4,23,"Brazil","Pará",NA,"Marajó, Campos de Joanes. Floresta de igapó.",NA,NA,NA,"urn:catalog:inpa:herbarium:166991",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA
