"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade do Estado de Mato Grosso (UNEMAT)","HPAN","2987.1","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.","Carniello, MA","2015-07-06T00:00:00.000+0000",NA,"5248ARA2",NA,"Carniello, MA; Cruz; Morais, FF; Cruz, WJA; Moraes, MF; Amorim, PRF",2015,4,1,"Brazil","Mato Grosso","Araputanga","Vila Cachoeirinha, Aproximadamente 24km NNW da sede do município. Na estrada para a Fazenda São Carlos",-58.439194,-15.264306,NA,"BRA:UNEMAT:HPAN:00002987.1",NA,"Croton piptocalyx Müll.Arg."
"2","2017-10-15T14:32:00.000+0000","JBRJ","RB","RB00770815","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.",NA,NA,NA,"397",NA,"Batista, T. A; Naves, A. R",2011,8,3,"Brazil","Minas Gerais","Itamonte","Hotel Casa Alpina. Ao lado das antenas na cota.",-44.8175,-22.377778,"Arbusto com 70 cm de altura. Caule peciolo e folhas aveludados, sendo que no peciolo e no caule o veludo é vermelho. Possui glandula que tambem é vermelha. Folhas velhas vermelhas. Caule com odor. Flores inteiramentes beges.","urn:catalog:JBRJ:RB:770815",NA,"Croton piptocalyx Müll.Arg."
"3",NA,"IAC","IAC","49488","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.","A.C.O. Souza","2008-02-20T00:00:00.000+0000",NA,"13",NA,"A.C.O. Souza & L.C. Bernacci",2008,1,23,"Brazil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, mata",-47.06861,-22.86361,"Individuo 171","BRA:IAC:IAC:0000049488",NA,"Croton piptocalyx Müll.Arg."
"4",NA,"Universidade Estadual Paulista, UNESP","HRCB","50772","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.","Cordeiro, I.","2008-11-07T00:00:00.000+0000",NA,"28",NA,"De Paula, O.C.",2008,2,1,"Brazil","São Paulo","Campinas","Mata Santa Eliza",NA,NA,"Árvore, nectários das flores masculinas e femininas de cor vermelha","BRA:UNESPRC:HRCB:0000050772",NA,"Croton piptocalyx Müll.Arg."
"5","2018-02-07T11:01:24.000+0000","JBRJ","RB","RB01227201","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.","M.B.R.CARUZO","2018-01-24T00:00:00.000+0000",NA,"7205",NA,"L.S. Leoni; M.J.R. Rocha",2008,6,NA,"Brazil","Minas Gerais","Faria Lemos","Fazenda Santa Rita",NA,NA,NA,"urn:catalog:JBRJ:RB:1227201",NA,"Croton piptocalyx Müll.Arg."
"6",NA,"UNICAMP","UEC","149094","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.","Aguirre, G.H.","2009-02-01T00:00:00.000+0000",NA,"A010",NA,"Aguirre, G.H.",2008,10,3,"Brazil","São Paulo","Campinas","Mata do Sítio São Francisco",0,0,NA,"BRA:UNICAMP:UEC:0000149094",NA,"Croton piptocalyx Müll.Arg."
"9",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA050872","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.",NA,NA,NA,NA,NA,"Cavalheri, E.K.",2005,10,1,"Brazil","São Paulo","Rio Claro",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA050872",NA,"Croton piptocalyx Müll.Arg."
"10",NA,"IAC","IAC","44601","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.","J.A.M.A. Gomes & J. Pena Filho","2003-10-16T00:00:00.000+0000",NA,"30",NA,"J.A.M.A. Gomes & J. Pena Filho",2003,10,16,"Brazil","São Paulo","Campinas","Bosque dos Jeuqitibás",-47.05,-22.916667,"ind. 89 fitossoc.","BRA:IAC:IAC:0000044601",NA,"Croton piptocalyx Müll.Arg."
"11",NA,"Universidade Estadual Paulista, UNESP","HRCB","40404","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.","Biral, L.","2009-03-01T00:00:00.000+0000",NA,"s.n.",NA,"Mania, L.F.",2003,12,11,"Brazil","São Paulo","Rio Claro","Fazenda São José",NA,NA,"Árvore de 30 cm com tronco áspero e não descamante","BRA:UNESPRC:HRCB:0000040404",NA,"Croton piptocalyx Müll.Arg."
"12",NA,"FZB-BH","BHZB","3282","Croton piptocalyx Müll.Arg.","Euphorbiaceae","Croton","piptocalyx","Müll.Arg.",NA,NA,NA,NA,NA,"Lima, V.S.",2002,2,7,"Brazil","Mg","Belo Horizonte","FZB/BH - Jardim Zoológico",NA,NA,"; Fruto: Carpoteca 470; Bioma: Cerrado","BRA:FZB-BH:BHZB:0000003282",NA,"Croton piptocalyx Müll.Arg."
