"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","196138","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"3343",NA,"Cardoso, D.",2013,3,31,"Brazil","Amazonas","São Gabriel da Cachoeira","Alto Rio Negro, trilha em mata de terra firme para a Serra Bela Adormecida ao longo do Rio Curicuriari.",-66.851389,-0.235278,NA,"BRA:UEFS:HUEFS:0000196138","Aguiaria excelsa Ducke"
"2",NA,"UEFS","HUEFS","196099","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"3304",NA,"Cardoso, D.",2013,3,28,"Brazil","Amazonas","São Gabriel da Cachoeira","Alto Rio Negro, comunidade de Itacoatiara-Mirim.",-67.008333,-0.161944,"Caatinga amazônica alta. Solo arenoso.","BRA:UEFS:HUEFS:0000196099","Aguiaria excelsa Ducke"
"3",NA,"UEFS","HUEFS","196179","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"3384",NA,"Cardoso, D.",2013,4,2,"Brazil","Amazonas","São Gabriel da Cachoeira","Alto Rio Negro, trilha para o segundo acampamento na Serra Bela Adormecida ao longo do Rio Curicuriari.",-66.8375,-0.270556,"Mata de terra firme.","BRA:UEFS:HUEFS:0000196179","Aguiaria excelsa Ducke"
"4","2015-09-04T23:18:37.000+0000","MNHN","P","P05294129","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,NA,29024,"Ducke",1938,3,10,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05294129","Aguiaria excelsa Ducke"
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","16390","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"JB29024",NA,"Mike Hopkins",1936,2,16,"Brazil","Amazonas",NA,"Rio Negro.",-67.13,-0.216667,NA,"urn:catalog:inpa:herbarium:41015","Aguiaria excelsa Ducke"
"6",NA,"US","Botany","1693153","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"144",NA,"A. Ducke",1936,2,16,"Brazil","Amazonas",NA,"São Gabriel, Rio Negro",NA,NA,NA,"http://n2t.net/ark:/65665/35eb028b6-9abc-4ed7-9113-ba78c237dc83","Aguiaria excelsa Ducke"
"7",NA,"US","Botany","1740208","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"29024",NA,"A. Ducke",1936,2,16,"Brazil","Amazonas",NA,"São Gabriel, Rio Negro",NA,NA,NA,"http://n2t.net/ark:/65665/30111f331-e998-4c5f-bf9c-b758da154fa6","Aguiaria excelsa Ducke"
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","8613","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"JBRJ29024",NA,"Mike Hopkins",1936,2,16,"Brazil","Amazonas",NA,NA,NA,NA,NA,"urn:catalog:inpa:herbarium:41766","Aguiaria excelsa Ducke"
"10","2015-09-04T23:18:37.000+0000","MNHN","P","P05294130","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,NA,29024,"Ducke, A.",1936,2,16,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05294130","Aguiaria excelsa Ducke"
"11","2015-04-11T13:38:04.000+0000","S","VascularPlants","S12-14086","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"144",144,"Ducke",1936,2,16,"Brazil",NA,NA,"Brazil: Amazonas",NA,NA,"Voucher in Herb: S","S:VascularPlants:S12-14086","Aguiaria excelsa Ducke"
"15",NA,NA,"Botany","U.1363507","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,NA,NA,"Ducke A",1936,11,16,"Brazil",NA,NA,"P_roced Sao Gabriel, RIo Negro (Amazonas).",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1363507","Aguiaria excelsa Ducke"
"17",NA,"US","Botany","1618767","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"25188",NA,"A. Ducke",1932,10,24,"Brazil","Amazonas",NA,"Rio Negro super ostrium flumines Curicuriary.",NA,NA,NA,"http://n2t.net/ark:/65665/3b66e88d2-e930-4c40-9e04-306a1b053530","Aguiaria excelsa Ducke"
"18","2008-11-17T15:56:30.000+0000","K","Herbarium","K000601274","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke","Ducke, A.",NA,NA,"25188",NA,"Ducke, A.",1932,10,24,"Brazil",NA,NA,"Rio Negro super ostium fluminis Curicariary (civ. Amazonas)",NA,NA,NA,"http://specimens.kew.org/herbarium/K000601274","Aguiaria excelsa Ducke"
"22",NA,"US","Botany","USw31429","Aguiaria excelsa Ducke","Malvaceae","Aguiaria","excelsa","Ducke",NA,NA,NA,"168 A",NA,"A. Ducke",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3311fafd3-4b97-41c1-a718-75c63d4a303f","Aguiaria excelsa Ducke"
