"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","UEC","199780","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","Silva, B.G.","2018-03-28","","418","","Silva, B.G.; Pires, T.P.","2018","2","15","brazil","São Paulo","Jundiaí","Serra do Japi, início da trilha do Marco Geodésico","-47.5749","-23.419064","","","original coordinates","GBIF","Posoqueria acutifolia Mart."
"2","","","UEC","198722","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","Silva, B.G.","2017-09-22","","94","","Pires, T.P.; Silva, B.G.","2017","8","8","brazil","São Paulo","Jundiaí","Serra do Japi","-46.949167","-23.232222","Indivíduo localizado na borda da trilha, solo com serapilheira, área árcialmente sombreada. Frutos verdes. Hábito arbóreo com aproximadamente 4m de altura.; Floresta Estacional Semidecidual","","original coordinates","GBIF","Posoqueria acutifolia Mart."
"3","","","CESJ","67009","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","J. A. Oliveira","","","178","","B. Moreira; M.C. Delgado","2015","3","20","brazil","Minas Gerais","Lima Duarte","Parque Estadual de Ibitipoca, Nanofloresta nebular, atrás do centro de pesquisa","-43.898333","-21.709722","Árvore, ca. 6m, frutos imaturos verdes. Interior de mata","","original coordinates","GBIF","Posoqueria acutifolia Mart."
"4","","","ESA","ESA129142","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","Colletta, G.D. & Flores, T.B.","2014-01-01","","1558","","Colletta, G.D.","2014","5","15","brazil","São Paulo","Nova Odessa","Plantarum","-47.28475","-22.784065","","","centroide mpo","GBIF","Posoqueria acutifolia Mart."
"5","","","SPSF","49507","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","M.G.K.Cornia","2015-03-13","","101","","M.G.K.Cornia & N.M.Ivanauskas & M.C.Assis","2014","10","8","brazil","Sp","Piquete","Estrada para Pico do Ataque","-45.176111","-22.613611","COLETA: Arvoreta, 1m; Pétalas brancas de ápice rosado.; GEOGRAFIA: Beira de estrada, Floresta Ombrófila Densa (Zona 23K);","","original coordinates","GBIF","Posoqueria acutifolia Mart."
"6","","","ESA","ESA128630","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","F. G. Florido","2013-04-28","","20","","Bettinardi, M.L.","2013","4","1","brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé","-47.50978","-24.10233","","","original coordinates","GBIF","Posoqueria acutifolia Mart."
"7","","","RB","RB00914442","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","M. Gomes","2014-08-15","","350","","D.N.S. Machado","2013","10","15","brazil","Rio de Janeiro","Niterói","Itaipu; Parque Estadual da Serra da Tiririca, Morro das Andorinhas, pouco antes da Ponta das Andorinhas.","-43.033333","-22.966667","Arbusto ca 4 m de alt.; heliofilo, folhas cartáceas discolores verdes, frutos amarelos","","original coordinates","GBIF","Posoqueria acutifolia Mart."
"8","","","SP","426949","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","Capistrano, TR","2009-04-23","","2333","","Shirasuna, RT","2009","4","14","brazil","São Paulo","São Paulo","Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul","-46.647014","-23.64989","","","centroide mpo (0)","GBIF","Posoqueria acutifolia Mart."
"9","","","UPCB","75589","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","Almeida, R. S.","2008-06-02","","739","","Cielo-Filho, R.","2008","5","29","brazil","São Paulo","Itapeva","Estação Ecológica, início da trilha 01 do Rio Pirituba","-49.068056","-24.080833","Árvore 8m altura; frutos de cor verde.","","original coordinates","GBIF","Posoqueria acutifolia Mart."
"10","","","SPSF","40174","Posoqueria acutifolia Mart.","","Rubiaceae","Posoqueria","acutifolia","","Mart.","R.S.Almeida","","","739","","R.Cielo-Filho & C.R.Lima & J.B.Baitello","2008","5","29","brazil","Sp","Itapeva","Estação Ecológica","-49.068056","-24.080833","COLETA: Árvore 8 m, fruto verde.;","","original coordinates","GBIF","Posoqueria acutifolia Mart."
