"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1","2017-03-14T11:48:14.000+0000","JBRJ","RB","RB00606173","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.","Mario Gomes","2015-05-27T00:00:00.000+0000",NA,"16622",NA,"G. Martinelli; M. Moraes, A. Bevacqua, E. Fernandez",2010,11,28,"Brazil","Mato Grosso do Sul","Corumbá","Serra do amolar, Rio Paraguai,. Floresta estacional semidecídua em regeneração. Predomínio de lianas, arbustos espinescentes e grande população de Acrocomia aculeata. Solo pedregoso, com cascalhos e cristais soltos.",-57.433611,-18.250278,"arvoreta (4m), frequente, folhas verdes discolores, frutos passados castanho","urn:catalog:JBRJ:RB:606173","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
"2",NA,"UNITINS","HUTO","5177","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.","Delprete, P.","2008-01-01T00:00:00.000+0000",NA,"6413",NA,"Silva, G.P.",2002,4,17,"Brazil","Goiás","Colinas do Sul","Margem esquerda do rio Preto (final da inundação). Relevo acidentado. Solo arenoso",-48.065556,-13.693056,"Árvore com cerca de 8 m de altura. Frutos imaturos verdes. Ocasional; Mata","BRA:UNITINS:HUTO:0000005177","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
"3",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29942","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.","Delprete, PG","2008-01-01T00:00:00.000+0000",NA,"6413",NA,"Pereira-Silva, G; Moreira, GA; Pereira, JB",2002,4,17,"Brazil","Goiás","Colinas do Sul","Margem esquerda do Rio Preto (final da inundação)",-48.065556,-13.693056,"Ocasional no local, área de influência indireta da UHE Cana Brava; Árvore, ca. 8 m de altura, fruto imaturo verde; Mata, relevo acidentado, solo arenoso","BRA:JBB:HEPH:0000029942","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
"4",NA,"UFPB","JPB","57327","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.","Delprete, P","2008-02-01T00:00:00.000+0000",NA,"2049",NA,"Sevilha, AC; et al.",2001,4,1,"Brazil","Goiás","São Domingos","Fazenda São José",-46.698611,-13.826111,"Árvore com 7 m de altura x 10 cm de DAP. Fruto verde imaturo.; Floresta Estacional Decidual.","BRA:UFPB:JPB:0000057327","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
"5",NA,"UNITINS","HUTO","5158","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.","Delprete, P.","2008-02-01T00:00:00.000+0000",NA,"2049",NA,"Sevilha, A.C.",2001,4,1,"Brazil","Goiás","São Domingos","Fazenda São José. Relevo acidentado. Solo com afloramento de calcário",-46.698611,-13.826111,"Árvore com 7 m de altura e 10 cm DAP. Fruto verde imaturo. Ocasional; Floresta estacional decidual","BRA:UNITINS:HUTO:0000005158","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
"6",NA,"UFU","HUFU","46529","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.",NA,NA,NA,"3126",NA,"Damasceno-Júnior, G.A.; Nakajima, J.N.; R. Romero, R. & Pott, V.J.",2001,11,26,"Brazil","Mato Grosso do Sul","Corumbá","Reserva Indígena Guató, Trilha do Carandá.",-57.722222,-17.568056,"Arvoreta, ca. 7 m. Flor creme.; Mata semidecidua. Solo argiloso. Relevo plano ondulado (morro).","BRA:UFU:HUFU:0000046529","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
"7",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","13128","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.",NA,NA,NA,"3126",NA,"G.A. Damasceno-Junior",2001,11,26,"Brazil","Mato Grosso do Sul","Corumbá","Reserva Indígena Guató. Trilha do Carandá.",-57.722139,-17.568139,"HABITAT:Mata semidecídua. Solo argiloso. Relevo plano ondulado. Morro.; HABITO:Arvoreta. 7,00m de altura.;FLOR:Flor creme.;","BRA:UFMS:CGMS:0000013128","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
"8",NA,"Universidade Estadual de Londrina, UEL","FUEL","43798","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.","Margalho, LF","2014-11-17T00:00:00.000+0000",NA,"186",NA,"Tomasetto, F; Rezende, AA",2001,11,20,"Brazil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria, abrangendo um, Interior da mata",-49.516667,-19.916667,"Árvore ca. 8m. Botões esverdeados.","BRA:UEL:FUEL:0000043798","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
"9",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","21075","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.","M.R.C.Paiva","2005-01-01T00:00:00.000+0000",NA,"s.n.",NA,"O.C.Pavão; J.A.Ferreira & E.M.Francisco",2000,11,28,"Brazil","Paraná","Santo Antonio do Paraíso","Fazenda Nossa Senhora do Bom Jesus",NA,NA,"Árvore ca. 15 m alt.; frutos imaturos verdes.","BRA:UFRPE:HST:0000021075","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
"10",NA,"UFPB","JPB","51826","Simira corumbensis (Standl.) Steyerm.","Rubiaceae","Simira","corumbensis","(Standl.) Steyerm.",NA,NA,NA,"7933",NA,"Pott, A; Pott, VJ; Silva, JSV",1998,4,4,"Brazil","Mato Grosso do Sul","Miranda","Estância Caiman, sub-região de Miranda, Pantanal.",-56.229444,-19.963889,"Árvore. 7,00m de altura. Esparsa. Flor não vista. Fruto castanho.","BRA:UFPB:JPB:0000051826","Simira corumbensis (Standl.) Steyerm.",NA,NA,NA,NA
