"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","235422","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates","P.W.Moonlight","2017-12-01T00:00:00.000+0000",NA,"2129","Pennington, R.T.",2017,3,11,"Brazil","Bahia","Palmeiras","Road Palmeiras - Guine",-41.95,-12.894167,"Caatinga","BRA:UEFS:HUEFS:0000235422","Barnebya harleyi W.R.Anderson & B.Gates"
"2",NA,"UEFS","HUEFS","232195","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates",NA,NA,NA,"13446","Melo, E.",2017,4,13,"Brazil","Bahia","Morro do Chapéu","Chapada Diamantina, Cachoeira Domingos Lopes.",-40.905833,-11.557778,"Mata ciliar.","BRA:UEFS:HUEFS:0000232195","Barnebya harleyi W.R.Anderson & B.Gates"
"3",NA,"UESC","UESC","23878","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates",NA,NA,NA,"3172","Costa, G.",2017,10,10,"Brazil","Bahia","Santa Terezinha",NA,-39.551944,-12.648611,"Descrição da coleta: árvore, ca. 8m alt.","BRA:UESC:UESC:0000023878","Barnebya harleyi W.R.Anderson & B.Gates"
"5",NA,"Universidade Federal da Bahia (UFBA)","ALCB","124566","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates","Guedes, ML","2016-06-01T00:00:00.000+0000",NA,"05","Casaes, M; Guedes, ML",2016,3,27,"Brazil","Bahia","Boa Vista do Tupim","Paraguaçu, Na cidade, cultivada",-40.6,-12.5,"de ca .10 m de altura. Folhas subcoriáceas, discolores. Inflorescência com flores de pétalas amarelo-ouro.; Fazenda Boa Esperança.","BRA:UFBA:ALCB:0000124566","Barnebya harleyi W.R.Anderson & B.Gates"
"6",NA,"UNIVASF","HVASF","23071","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates","J.A. Siqueira Filho","2016-08-15T00:00:00.000+0000",NA,"3743","J.A. Siqueira Filho",2016,8,1,"Brazil","Bahia","Canudos","Estação Biológica de Canudos, trilha em direção à Toca Velha",-39.00975,-9.946417,"Árvore ca. de 2m alt. Sâmaras de coloração amarelada. Ocasional.","BRA:UNIVASF:HVASF:0000023071","Barnebya harleyi W.R.Anderson & B.Gates"
"7",NA,"UEFS","HUEFS","225826","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates",NA,NA,NA,"16419","Queiroz, L.P.de",2016,11,30,"Brazil","Bahia","Umburanas","Ca. 1 Km W da estrada Umburanas-Minas do Mimoso em direção a Alegre.",-41.403056,-10.331944,"Mata ciliar.","BRA:UEFS:HUEFS:0000225826","Barnebya harleyi W.R.Anderson & B.Gates"
"8",NA,"UFV","VIC","44515","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates","Carrión, J.F.","2014-01-01T00:00:00.000+0000",NA,"1590","Carrión, J.F.; Mota, N.M.; M.V.V.Romão",2014,7,27,"Brazil","Bahia","Canudos","Estação Biológica de Canudos",0,0,NA,"BRA:UFV:VIC:0000044515","Barnebya harleyi W.R.Anderson & B.Gates"
"9",NA,"UNIVASF","HVASF","19461","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates","R.A. Silva","2013-04-26T00:00:00.000+0000",NA,"2420","V.M. Cotarelli",2013,1,25,"Brazil","Pernambuco","Ibimirim","Cume da Serra do Periquito, área no entorno das torres de telefonia",-37.781583,-8.64375,"Árvore ca. de 5m alt.. Botões florais vistosos amarelos","BRA:UNIVASF:HVASF:0000019461","Barnebya harleyi W.R.Anderson & B.Gates"
"10",NA,"UEFS","HUEFS","200511","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates","R.F.Almeida","2014-06-01T00:00:00.000+0000",NA,"2702","Oliveira, A.C.P.",2013,7,1,"Brazil","Ceará","Milagres","Sítio Taboquinha",-38.843889,-7.264722,"Fitofisionomia Área de Tensão Ecológica. Solo Neossolo Litólico Eutrófico.","BRA:UEFS:HUEFS:0000200511","Barnebya harleyi W.R.Anderson & B.Gates"
"12",NA,"UNIVASF","HVASF","14580","Barnebya harleyi W.R.Anderson & B.Gates","Malpighiaceae","Barnebya","harleyi","W.R.Anderson & B.Gates","R.A. Silva","2012-11-21T00:00:00.000+0000",NA,"67","J.E. Fagundes",2012,2,22,"Brazil","Pernambuco","Inajá","Serrinha, próximo ao local de extração de terra",-37.824528,-8.899606,"Árvore ca. de 3m alt. Folhas onduladas. Frutos alados. Planta sendo visitada por abelhas","BRA:UNIVASF:HVASF:0000014580","Barnebya harleyi W.R.Anderson & B.Gates"
