"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"MBML","MBML-HERBARIO","51900","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg","A.C. Tuler/28-VI-2015",NA,NA,"530","A.C. Tuler; A. Giaretta, M. Souza & E. Lírio",2015,6,28,"Brazil","Espírito Santo","Linhares","Reserva Vale. Estrada do Flamengo, km 1",-40.5125,-19.151667,"Arbórea, tronco acinzentado. Folhas elípticas brilhantes, ápice acuminado com nervuras bem marcadas. Frutos amarelos quando maduros. Sépalas persistentes, alongadas. Altura 8m","BRA:MBML:MBML-HERBARIO:0000051900","Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
"2",NA,"MBML","MBML-HERBARIO","38268","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg","A.C. Tuler/20-10-2013",NA,NA,"2177","C. N. de Fraga; et al",2008,7,22,"Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas. Alegre, trilha do Pau Oco",-41.525,-20.267778,NA,"BRA:MBML:MBML-HERBARIO:0000038268","Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
"3","2017-10-06T07:58:02.000+0000","JBRJ","RB","RB00407804","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg","M. Sobral","2010-01-01T00:00:00.000+0000",NA,"3677","R. Marquete; N. Marquete, F. da Silva, M.C. Valente e J.C. Silva",2005,8,23,"Brazil","Rio de Janeiro","Varre-Sai","Estrada de Varre-Sai para Guaçuí, próximo a ponte da cachoeira.",-41.803611,-20.904722,"Arbusto semi-heliófilo com 2 metros de altura; tronco de casca lisa, nos ramos de cor cinza com líquens; folhas cartáceas, discolores verdes, opacas nas duas faces. Frutos imaturos verdes","urn:catalog:JBRJ:RB:407804","Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
"4",NA,"ASU","ASUPlants","242091","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg",NA,NA,NA,NA,"Stehmann et al",2002,3,24,"Brazil","Minas Gerais",NA,"Parque Estadual do Rio Doce, caminho para a Lagoa do Meio.",NA,NA,NA,NA,"Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
"5",NA,"UFSJ","HUFSJ","3665","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg","Sobral, M","2012-01-01T00:00:00.000+0000",NA,"453","Bortoluzzi, RLC; Basílio, LA",1999,1,21,"Brazil","Minas Gerais","Marliéria","Estrada do Aníbal. Parque Estadual do RIo Doce.",0,0,"Árvore ca. 5m de altura. Flores brancas. Ocorrência na beira da estrada.","BRA:UFSJ:HUFSJ:0000003665","Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
"6",NA,"UFSJ","HUFSJ","3666","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg","Sobral, M","2012-01-01T00:00:00.000+0000",NA,"2043","Neto, JAAM",1994,5,NA,"Brazil","Minas Gerais","Viçosa","Campus da UFV. Mata da Silvicultura.",0,0,"Árvore com 3m de altura, fruto imaturos verdes.","BRA:UFSJ:HUFSJ:0000003666","Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
"7",NA,"ASU","ASUPlants","153286","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg",NA,NA,NA,NA,"Andrade",1986,3,25,"Brazil","Minas Gerais",NA,"Estacao Biologica de Caratinga",NA,NA,NA,NA,"Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
"8",NA,"ASU","ASUPlants","155565","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg",NA,NA,NA,NA,"Lopes",1986,5,8,"Brazil","Minas Gerais",NA,"Estacao Biologica de Caratinga",NA,NA,NA,NA,"Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
"9",NA,"ASU","ASUPlants","153280","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg",NA,NA,NA,NA,"Andrade",1986,11,18,"Brazil","Minas Gerais",NA,"Estacao Biologica de Caratinga",NA,NA,NA,NA,"Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
"10",NA,"Universidade Federal da Bahia (UFBA)","ALCB","21315","Psidium oblongatum O.Berg","Myrtaceae","Psidium","oblongatum","O.Berg","Landrum, L","2008-01-01T00:00:00.000+0000",NA,"204","Almeida, EF",1982,5,19,"Brazil","Minas Gerais","Marliéria","Parque Florestaç Estadual do Rio Doce",-42.6,-19.783333,"Ca. 3 m de altura. Flores alvas; frutos periformes, imaturos. Pouco frequente na submata.; Solo argiloso vermelho.","BRA:UFBA:ALCB:0000021315","Psidium oblongatum O.Berg",NA,NA,NA,NA,NA
