"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"SPSF","52611","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","R. Cielo-Filho","2018-02-09",NA,"96",NA,"Z. Valério & R. Cielo-Filho",2018,1,18,"brazil","São Paulo","Avaré","Floresta Estadual de Avaré I",-48.896667,-23.0975,"COLETA: Árvore de 4m de altura. Flor em botão cor creme.; GEOGRAFIA: Próximo a Bica d'água.;","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"2",NA,NA,"CRI","12265","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Alexandre Medeiros","2018-02-28",NA,"",NA,"Alexandre Medeiros",2018,2,28,"brazil","Santa Catarina","Balneário Camboriú","Estaleirinho",-48.620501,-27.005573,"Coleta 871 Indivíduo com Flor Branca","Myrcia hebepetala DC.",NA,"centroide mpo OK","GBIF"
"3",NA,NA,"RB","RB01397180","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","T.Fernandes","2018-07-21",NA,"504",NA,"J.Külkamp",2018,7,14,"brazil","Santa Catarina","Santa Rosa de Lima","Rio do Meio. Propriedade de Adir Külkamp. Beira de mata.",-49.161111,-27.993889,"","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"4",NA,NA,"FURB","55727","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Schwirkowski, P.","2017-01-21",NA,"2193",NA,"Schwirkowski, P.",2017,1,21,"brazil","Santa Catarina","São Bento do Sul","Serra Alta. Atrás da Implantec.",-49.389722,-26.296111,"Flores brancas","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"5",NA,NA,"FURB","54332","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Gebien, W.","2017-07-11",NA,"26",NA,"Gebien, W.",2017,4,21,"brazil","Santa Catarina","Blumenau","Rua Antônio Zendrom. Beira do caminho do fragmento.",-49.087222,-26.957222,"","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"6",NA,NA,"FURB","54065","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Funez, L.A.","2017-05-31",NA,"6398",NA,"Funez, L.A.",2017,5,1,"brazil","Santa Catarina","Apiúna","Morro Dom Bosco.",-49.366667,-27.050278,"Frutos roxos","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"7",NA,NA,"BHCB","189727","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","","2017-08-01",NA,"624",NA,"Quaresma, AS; Brina, AE; Oliveira, CT",2017,8,8,"brazil","Minas Gerais","Mariana","Fazenda Itacolomy",-43.392778,-19.003333,"","Myrcia hebepetala DC.",NA,"original coordinates outside municipality original in mariana falls in conceicao do mato dentro","GBIF"
"8",NA,NA,"RB","RB01298478","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","M. F. Santos","2016-01-01",NA,"942",NA,"G.M. Antar",2016,1,20,"brazil","São Paulo","Mairinque","Chácara localizada após aproximadamente 3 Km em estrada viscinal, partindo de entrada no Km 72 da rodovia Raposo Tavares.",-47.2075,-23.543055,"","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"9",NA,NA,"SP","490595","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Aragaki, S; Petri, L","2016-12-19",NA,"1065",NA,"Petri, L; Biasoli, SM",2016,8,1,"brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga",-46.647014,-23.64989,"","Myrcia hebepetala DC.",NA,"centroide mpo (0) OK","GBIF"
"10",NA,NA,"IAC","56117","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","O.T. Aguiar","2015-02-25",NA,"238",NA,"C.F. Nardin; J.F. Benedito & L.C. Bernacci",2015,2,25,"brazil","São Paulo","Louveira","Fragmento A",-46.871944,-23.078611,"coordenadas originais: 23°04#?#43""S, 46°52#?#19""W","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"11",NA,NA,"EFC","13814","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Ribeiro, C.L.","2015-04-08",NA,"173",NA,"Ribeiro, C.L.",2015,3,20,"brazil","Paraná","Lapa","",-49.871412,-25.770146,"Frutos imaturos","Myrcia hebepetala DC.",NA,"centroide mpo OK","GBIF"
"12",NA,NA,"FURB","46754","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Oliveira, AA de","2015-03-24",NA,"1380",NA,"Oliveira, A.A. de",2015,3,24,"brazil","Santa Catarina","Mafra","Rio da Areia de Baixo / Avencal Mato Preto.",-49.681389,-26.279444,"Fito IFFSC 1019 /O/1","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"13",NA,NA,"VIES","25447","Myrcia affinis Cambess.",NA,"Myrtaceae","Myrcia","affinis",NA,"Cambess.","","",NA,"22",NA,"Turma de Taxonomia de Campo 2018",2015,10,2,"brazil","Espírito Santo","Castelo","Parque Estadual de Forno Grande, trilha do mirante.",-41.204984,-20.552454,"","Myrcia affinis Cambess.",NA,"centroide mpo OK","GBIF"
"14",NA,NA,"EFC","12215","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Blum, C.T.","2014-03-06",NA,"339",NA,"Vieira, R.S.",2014,1,23,"brazil","Paraná","Paranaguá","Vila Paraná",-48.524241,-25.525413,"Arvoreta com 3,5 m. Com botões florais alvos.","Myrcia hebepetala DC.",NA,"centroide mpo OK","GBIF"
"15",NA,NA,"FURB","43212","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Amorim, BS","2015-01-26",NA,"2581",NA,"Funez, L.A.",2014,1,13,"brazil","Santa Catarina","Itajaí","Canto do Morcego.",-48.625556,-26.929444,"","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"16",NA,NA,"EFC","13845","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Ribeiro, C.L.","2015-04-22",NA,"513",NA,"Völtz, R.R.; et al.",2014,1,20,"brazil","Paraná","Piraquara","Condomínio Recreio da Serra",-49.0115,-25.4517,"Árvore 9m alt.; ritidoma escamoso; botões florais alvo-ferrugíneos; interior da floresta. __COMMOM_NAME__: Guamirim-perta-goela","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"17",NA,NA,"FURB","43728","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Amorim, BS","2015-01-26",NA,"2487",NA,"Funez, L.A.",2014,2,14,"brazil","Santa Catarina","Blumenau","Rua Pastor Oswaldo Hesse.",-49.048889,-26.928333,"","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"18",NA,NA,"FURB","43665","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Gasper, AL de","2014-02-28",NA,"32",NA,"Brogni, E.",2014,2,10,"brazil","Santa Catarina","Vitor Meireles","Trilha Rio das Trutas - ARIE Serra da Abelha.",-49.863056,-26.763056,"","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"19",NA,NA,"SPSF","52244","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Osny T. Aguiar","2017-07-01",NA,"37",NA,"A.G. Aguirre & J.Teixeira",2014,2,15,"brazil","São Paulo","Ilhabela","3 Tombos",-45.32927,-23.851525,"COLETA: Árvore com 8m de altura, botões esbranquiçados.; GEOGRAFIA: Floresta Ombrófila Densa.;","Myrcia hebepetala DC.",NA,"centroide mpo OK","GBIF"
"20",NA,NA,"EFC","13245","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Ribeiro, C.L.","2015-04-22",NA,"389",NA,"Völtz, R.R.",2014,5,2,"brazil","Santa Catarina","Campo Alegre","Localidade de Campinas",-49.21862,-26.12099,"Arvoreta 5m alt.; frutos esverdeados; capoeirão, as margens do rio Cubatão. __COMMOM_NAME__: Sete-capotes","Myrcia hebepetala DC.",NA,"centroide mpo OK","GBIF"
"21",NA,NA,"HUCO","5912","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Saueressig, D.","2014-01-01",NA,"s.n.",NA,"Janiski, A.",2014,5,16,"brazil","Paraná","Rebolças","",NA,NA,"Arbóreo, com fruto; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo, com fruto","Myrcia hebepetala DC.",NA,NA,"GBIF"
"22",NA,NA,"RB","RB01314853","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","C.P. Caliari","2016-02-23",NA,"1875",NA,"G.D. Colletta; V.C. Souza; K. Dix; G. Llanes",2014,7,2,"brazil","São Paulo","Cananéia","Ilha do Cardoso, início da trilha do Poço das Antas",-47.925,-25.071667,"","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
"23",NA,NA,"RB","RB01053927","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","DFLIMA","",NA,"1874",NA,"G.D. Colletta; V.C. Souza; K. Dix; G. Llanes",2014,7,2,"brazil","São Paulo","Cananéia","Ilha do Cardoso, início da trilha do Poço das Antas.",-47.925,-25.071667,"Árvore, 4m, flores brancas","Myrcia hebepetala DC.",NA,"original coordinates OK","GBIF"
