"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","municipality","occurrenceRemarks","comments"
"1",NA,"US","Botany","2400403","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues",NA,NA,"51681","M. A. Freitas",1991,8,16,"Brazil","Amazonas","Distrito Agropecuário Reserva 1501 (km41)",-59.7278,-2.4072,"http://n2t.net/ark:/65665/379cc6585-05ce-4a8b-888a-355bad53b344",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","202021","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Brito, J.","2000-01-01T00:00:00.000+0000","1301.421.2","Mike Hopkins",1989,8,10,"Brazil","Amazonas","Distrito Agropecuário, ZF3, Ca. 90 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR-174, km 64, depois 23 km leste na ZF-3, Fazenda Esteio.",-59.85,-2.383333,"urn:catalog:inpa:herbarium:183808",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"3",NA,"US","Botany","2471466","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues",NA,NA,"5527","B. M. Boom",1988,11,23,"Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (Km 41)",-59.7278,-2.4072,"http://n2t.net/ark:/65665/35b263d2e-9877-4839-b348-6830aa547c94",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"4",NA,"NY","NY","02270993","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues",NA,NA,"8780","B. M. Boom",1988,12,8,"Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS project.",-59.745833,-2.41625,"933cbdb3-ec1f-45b7-a952-5653890fc176",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"5","2014-11-03T21:04:00.000+0000","MO","MO","2796225","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","M. Nee","1994-01-01T00:00:00.000+0000","Boom 8780","Brian M. Boom|M. Pacheco|E. Palheta|S. de Souza",1988,12,8,"Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (""km 41) of the WWF/INPA MCS Project Non-flooded moist forest.",-59.72777,-2.40722,"urn:catalog:MO:Tropicos:2796225","http://www.tropicos.org/Specimen/2796225","Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"6",NA,"NY","NY","02270885","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues",NA,NA,"8780","B. M. Boom",1988,12,8,"Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS project.",-59.745833,-2.41625,"f23318a7-2aee-4169-8453-120cf4e477b2",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","101354","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Rodrigues, W.A.","1982-01-01T00:00:00.000+0000","1071","Mike Hopkins",1981,12,11,"Brazil","Amazonas","""Distrito Agropecuário, ZF3, Distrito Agropecuário da SUFRAMA; 2,5 km ao norte do km 34, estrada ZF-3 (ao sul da Reserva no. 1109). Mata densa de terra firme. Solo argiloso.""",NA,NA,"urn:catalog:inpa:herbarium:243115",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","101354","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Rodrigues, W.A.","1982-01-01T00:00:00.000+0000","1071","Mike Hopkins",1981,12,11,"Brazil","Amazonas","""Distrito Agropecuário, ZF3, Distrito Agropecuário da SUFRAMA; 2,5 km ao norte do km 34, estrada ZF-3 (ao sul da Reserva no. 1109). Mata densa de terra firme. Solo argiloso.""",NA,NA,"urn:catalog:inpa:herbarium:234169",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","101354","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Rodrigues, W.A.","1982-01-01T00:00:00.000+0000","1071","Mike Hopkins",1981,12,11,"Brazil","Amazonas","""Distrito Agropecuário, ZF3, Distrito Agropecuário da SUFRAMA; 2,5 km ao norte do km 34, estrada ZF-3 (ao sul da Reserva no. 1109). Mata densa de terra firme. Solo argiloso.""",NA,NA,"urn:catalog:inpa:herbarium:243116",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","101354","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Rodrigues, W.A.","1982-01-01T00:00:00.000+0000","1071","Mike Hopkins",1981,12,11,"Brazil","Amazonas","""Distrito Agropecuário, ZF3, Distrito Agropecuário da SUFRAMA; 2,5 km ao norte do km 34, estrada ZF-3 (ao sul da Reserva no. 1109). Mata densa de terra firme. Solo argiloso.""",NA,NA,"urn:catalog:inpa:herbarium:34327",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"11","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","101354","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Rodrigues, W.A.","1982-01-01T00:00:00.000+0000","1071","Mike Hopkins",1981,12,11,"Brazil","Amazonas","""Distrito Agropecuário, ZF3, Distrito Agropecuário da SUFRAMA; 2,5 km ao norte do km 34, estrada ZF-3 (ao sul da Reserva no. 1109). Mata densa de terra firme. Solo argiloso.""",NA,NA,"urn:catalog:inpa:herbarium:243114",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"12","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","66486","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Rodrigues, W.A.","1982-01-01T00:00:00.000+0000","617","Mike Hopkins",1976,9,14,"Brazil","Amazonas","Estrada Manaus-Caracaraí, BR 174, km 57. Mata de terra firme.",NA,NA,"urn:catalog:inpa:herbarium:110427",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"13","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","50891A","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Rodrigues, W.A.","1982-01-01T00:00:00.000+0000","INPA50891A","Mike Hopkins",1975,8,25,"Brazil","Amazonas","AM-010, Estrada Manaus-Itacoatiara, entre km 118-135.",NA,NA,"urn:catalog:inpa:herbarium:105921",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"14","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","15812","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Rodrigues, W.A.","1982-01-01T00:00:00.000+0000","7150","Mike Hopkins",1965,9,17,"Brazil","Amazonas","AM10, entre km 99, ao lado e, Estrada Manaus-Itacoatiara, entre km 99, ao lado esquerdo. Mata de terra firme. Solo argiloso.",NA,NA,"urn:catalog:inpa:herbarium:243113",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"15","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","15812","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues","Rodrigues, W.A.","1982-01-01T00:00:00.000+0000","7150","Mike Hopkins",1965,9,17,"Brazil","Amazonas","AM10, entre km 99, ao lado e, Estrada Manaus-Itacoatiara, entre km 99, ao lado esquerdo. Mata de terra firme. Solo argiloso.",NA,NA,"urn:catalog:inpa:herbarium:162109",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
"16",NA,"NY","NY","03376866","Vantanea deniseae W.A.Rodrigues","Humiriaceae","Vantanea","deniseae","W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"d2a8deaa-1e30-4e2b-a84d-2276c8694757",NA,"Vantanea deniseae W.A.Rodrigues",NA,NA,NA,NA,NA,NA,NA
