"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"UEFS","HUEFS","217907","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi",NA,NA,NA,"58","Santos, A.P.B.",2015,1,14,"Brazil","Bahia","Itacaré","Serra Grande, mirante 2.",-39.031667,-14.473611,NA,"BRA:UEFS:HUEFS:0000217907","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
"2",NA,"UEFS","HUEFS","213668","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi",NA,NA,NA,"51","Santos, A.P.B.",2014,2,14,"Brazil","Bahia","Itacaré","Estrada de Serra Grande para sede da cidade, margem do Rio Jeribucaçu.",-39.018333,-14.336944,NA,"BRA:UEFS:HUEFS:0000213668","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
"3",NA,"UEFS","HUEFS","213665","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi",NA,NA,NA,"48","Santos, A.P.B.",2014,2,14,"Brazil","Bahia","Itacaré","Serra Grande, mirante 2.",-39.031667,-14.473611,NA,"BRA:UEFS:HUEFS:0000213665","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
"4",NA,"UEFS","HUEFS","213664","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi",NA,NA,NA,"47","Santos, A.P.B.",2014,2,13,"Brazil","Bahia","Una","BA-001, margem direita da rodovia no sentido Ilhéus-Una.",-39.034444,-15.213889,NA,"BRA:UEFS:HUEFS:0000213664","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
"5",NA,"UEFS","HUEFS","185793","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi","A.P.B.Santos","2014-04-01T00:00:00.000+0000",NA,"3422","Matos, E.N.de",2012,4,23,"Brazil","Bahia","Valença","Estrada para Maricultura, após aeroporto",-39.002222,-13.3025,"Restinga, Floresta.","BRA:UEFS:HUEFS:0000185793","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
"6",NA,"UEFS","HUEFS","182978","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi","A.P.B.Santos","2014-05-01T00:00:00.000+0000",NA,"590","Matos, E.N.de",2011,9,29,"Brazil","Bahia","Vera Cruz","Fazenda Moponga.",-38.786111,-13.091667,"Floresta.","BRA:UEFS:HUEFS:0000182978","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
"7",NA,"UEFS","HUEFS","179706","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi","A.P.B.Santos","2014-11-01T00:00:00.000+0000",NA,"5234","Mattos-Silva, L.A.",2010,5,28,"Brazil","Bahia","Ilhéus","Início do ramal para as fazendas barra do Manguinho e Guanabara. Ramal com entrada no Km 11,2 da Rod. Ilhéus/Una (BA001). Coleta a 500m da entrada, direção oeste.",NA,NA,"Vegetação de transição de restinga para mata hidrófila, Capoeira.","BRA:UEFS:HUEFS:0000179706","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
"8",NA,"UEFS","HUEFS","116499","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi","A.P.B.Santos","2014-03-01T00:00:00.000+0000",NA,"1664","Cardoso, D.",2007,1,27,"Brazil","Bahia","Amargosa","Serra do Timbó. Área de estudos do Projeto Timbó/Centro Sapucaia.",-39.65,-13.083333,"Fragmento de floresta ombrófila densa do Domínio da Floresta Atlântica.","BRA:UEFS:HUEFS:0000116499","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
"9",NA,"Instituto Plantarum de Estudos da Flora Ltda (HPL)","HPL","2530","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi","E.R. Salviani & H. Lorenzi","1998-07-25T00:00:00.000+0000",NA,"169","E.R. Salviani & H. Lorenzi",1998,7,25,"Brazil","Ba","Una","Na estrada junto a costa litorânea.",NA,NA,NA,"BRA:JBP:HPL:0000002530","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
"10",NA,"UNICAMP","UEC","64766","Kielmeyera marauensis Saddi","Calophyllaceae","Kielmeyera","marauensis","Saddi","Santos, A.P.B.","2014-07-01T00:00:00.000+0000",NA,"2701","Mattos Silva, L.A.; Santos, E.B.; Brito, H.S.",1989,4,19,"Brazil","Bahia","Itacaré","Ramal com entrada no km 4 da rodovia Itacaré/ Ubaitaba (BA-654), lado esquerdo.",0,0,"Árvore, 8mx15cm. Látex amarelo. Flores em botões, de cor verde-claro. Coleta de folhas para análises. Frequente no local.; Mata Atlântica. Solo sílico-argiloso.","BRA:UNICAMP:UEC:0000064766","Kielmeyera marauensis Saddi",NA,NA,NA,NA,NA
